layer,neuron,value
0,0,0.011255159
0,3,0.16919006
0,5,0.021088867
0,6,0.042809866
0,7,0.0021231412
0,9,0.0068233106
0,10,0.3580469
0,11,0.21541199
0,12,0.06405199
0,16,2.3346179
0,17,0.00950211
0,21,0.043752745
0,24,0.006010547
0,26,0.02170273
0,28,0.05864683
0,29,0.050419312
0,31,0.17958558
0,32,0.0032675136
0,34,0.0044036866
0,37,0.09658493
0,39,0.061148968
1,2,0.04056423
1,3,0.05045105
1,5,0.037388
1,6,0.86960447
1,7,0.019244824
1,8,0.042440187
1,9,0.47684768
1,10,0.084573895
1,14,0.13645965
1,18,0.07712769
1,21,0.19266967
1,22,0.36700073
1,24,0.19118042
1,26,0.043280944
1,27,0.4068582
1,30,0.15506744
1,32,0.32346436
1,33,0.030269241
1,36,0.075891264
1,37,0.31470093
1,38,0.005213013
1,39,0.5031018
2,0,0.032408904
2,1,0.11882797
2,3,0.045940857
2,4,0.12368958
2,5,0.09742096
2,6,0.031343386
2,9,0.037572175
2,13,0.3874679
2,14,0.1059256
2,16,0.27227724
2,18,0.4151886
2,19,0.14290726
2,21,0.14533417
2,23,0.661945
2,26,0.20084853
2,30,0.4233954
2,33,0.24941665
2,34,0.13451537
2,36,0.27433243
2,37,0.008394775
2,38,0.7431665
3,1,0.027440796
3,2,0.13825057
3,9,0.45446718
3,11,0.075196154
3,12,0.2344165
3,14,0.40286812
3,18,0.004211731
3,19,0.10355835
3,20,0.4061206
3,25,0.06731438
3,27,0.0064518736
3,30,0.003764057
3,31,0.14728287
3,34,0.027918853
3,35,0.033470992
3,36,0.45658204
3,37,0.1443756
3,38,0.048871156
4,0,0.68997985
4,1,0.2835778
4,2,0.07719429
4,3,0.4565625
4,5,0.5411951
4,6,0.087972715
4,7,0.50985503
4,8,0.59898436
4,10,0.19223511
4,13,0.8235718
4,15,0.07506912
4,16,0.15633057
4,18,0.18281128
4,19,0.014043693
4,26,0.023244934
4,28,0.25766426
4,29,0.2710449
4,30,0.11702484
4,32,0.087481916
4,34,0.717135
5,1,0.03441986
5,3,0.5570429
5,4,0.06674347
5,5,0.113171384
5,6,0.18865158
5,8,0.38947815
5,12,0.0123703005
5,14,0.08669785
5,15,0.27095458
5,16,0.16900116
5,17,0.31711578
5,18,0.10411743
5,20,0.36025193
5,21,0.11180702
5,23,0.025917817
5,24,0.009622803
5,25,0.049141847
5,26,0.08854591
5,31,0.5721863
5,32,0.023694955
5,36,0.59784544
5,37,0.13388108
6,0,0.06723074
6,3,0.2010344
6,5,0.25323585
6,10,0.13596131
6,15,0.03149513
6,17,0.1508168
6,19,2.1387892
6,21,0.19151795
6,22,0.014855041
6,23,1.0727991
6,28,0.05663601
6,29,0.2065998
6,30,0.22152008
6,31,1.1517017
6,36,0.32739457
6,38,0.081007995
7,0,0.445896
7,2,0.17711669
7,5,0.51884824
7,6,0.119416885
7,7,0.068448946
7,8,0.41735518
7,9,2.0137599
7,11,0.1684639
7,13,0.005682373
7,15,0.630246
7,16,0.06343498
7,17,0.11389664
7,19,0.12045078
7,20,0.21575065
7,25,0.044140473
7,26,0.060651455
7,27,0.086992495
7,28,0.17417358
7,29,0.2045572
7,30,0.12739731
7,31,0.067984164
7,36,0.10836639
7,37,0.064144
7,38,0.18854797
7,39,0.16469604
8,1,0.12241577
8,3,0.026556168
8,4,0.15251465
8,6,0.31015626
8,7,0.2038977
8,8,0.26508483
8,10,0.005774803
8,13,0.09409897
8,14,1.4551513
8,16,0.07120422
8,17,0.10292805
8,18,0.6943371
8,21,0.15536071
8,26,0.47228515
8,30,2.0759375
8,31,0.009449959
8,32,0.0855127
8,37,0.12329712
8,38,0.05544586
9,0,1.6539062
9,2,0.13025086
9,3,0.41471022
9,5,0.3225859
9,6,0.20738983
9,9,1.8859717
9,10,0.05497307
9,12,0.08215805
9,13,0.7635634
9,14,0.51627135
9,15,0.4595984
9,16,0.16024871
9,17,0.25437683
9,20,0.15031692
9,23,0.7203192
9,29,0.07541077
9,30,0.6194751
9,31,0.14922424
9,32,0.8441687
9,35,0.19305481
9,37,0.06854858
9,39,0.055907592
10,3,0.4937548
10,4,1.2186725
10,5,0.50060683
10,6,0.12296921
10,7,0.5577948
10,8,0.17168823
10,10,0.8000423
10,11,0.3991388
10,12,0.26071426
10,14,1.1185821
10,16,0.0039841463
10,18,0.16936508
10,20,0.26473877
10,21,0.45083618
10,23,0.42272797
10,24,0.49015868
10,25,0.08126221
10,26,0.930885
10,28,0.43255126
10,29,0.95773804
10,30,0.13513641
10,31,0.2201371
10,32,0.39096558
10,37,0.2513257
10,38,0.06922974
11,0,0.95807374
11,2,0.11501999
11,3,0.9230859
11,4,1.334787
11,5,0.5558499
11,8,0.91415465
11,10,0.28739348
11,11,0.68055344
11,13,0.056131896
11,15,1.125171
11,18,1.1644373
11,20,2.1854103
11,22,0.22067322
11,23,0.30598754
11,24,1.2378174
11,25,1.6271386
11,28,0.9730823
11,29,2.4090772
11,30,0.5292291
11,32,0.40505248
11,36,0.2562738
11,39,0.1711792
12,2,0.057180177
12,3,0.6027716
12,4,0.39039916
12,6,0.03906357
12,7,0.49387574
12,8,0.8693884
12,9,0.8835681
12,11,0.017582282
12,12,0.68076724
12,13,0.056257322
12,14,0.47405395
12,15,0.16606385
12,16,0.44189453
12,17,0.09036255
12,18,4.3430715
12,19,0.96384704
12,20,1.1694564
12,21,0.53798586
12,22,0.69524413
12,26,0.179711
12,27,0.051293336
12,28,0.012005615
12,29,0.028529054
12,30,0.23852111
12,32,0.18626954
12,34,0.34975067
12,35,1.2753125
