layer,neuron,value
11,11,0.15915726
17,0,0.14892605
21,35,0.16979843
23,24,0.1319484
23,34,0.16681153
34,9,0.300571
35,32,0.27319816
36,3,0.14164947
37,0,0.3057547
37,22,0.1569197
37,30,0.25336793
38,6,0.22936296
38,16,0.15365677
40,5,0.6623105
40,24,0.2598349
40,38,0.25437927
41,5,0.2858609
41,7,0.13757439
41,9,0.13641419
41,21,0.27892768
41,24,0.36121032
41,28,0.1871253
42,3,0.25282806
42,22,0.6765454
42,34,0.20239471
43,0,0.22636577
43,5,0.39933318
43,11,0.2444995
43,12,0.3117267
43,26,0.20972306
43,30,0.21440445
44,18,0.44619873
44,31,0.31208557
44,39,0.72251344
45,1,0.19070095
45,8,0.1557312
45,12,0.3209137
45,17,0.15733398
45,18,0.13756867
45,22,0.27436683
45,30,0.27795768
45,31,0.14385818
45,32,0.7369922
46,2,0.30962387
46,10,0.15352127
46,17,0.13299923
46,25,0.17059265
46,34,0.20200989
47,1,0.8157422
47,2,0.14051303
47,7,0.1668373
47,9,0.16484009
47,32,0.22358811
47,33,0.14623474
47,34,1.9676318
48,3,0.45404297
48,5,0.2398709
48,13,0.8535693
48,16,0.2373021
48,28,0.26393005
48,29,0.15711449
48,33,0.2753711
49,28,0.59270877
49,38,0.13868469
50,20,0.14232354
51,38,0.13262604
52,18,0.18213448
52,38,0.54796845
53,2,0.51892424
55,7,0.29572296
56,0,0.13039428
56,31,0.24620453
56,36,0.591439
61,9,0.13564056
62,36,0.14302719
63,29,0.135074
