layer,neuron,value
16,35,2.4565966
16,38,3.5849657
17,14,3.3959925
18,35,3.6137793
19,12,3.0072777
19,14,2.0167382
19,38,10.553769
20,10,2.3928077
21,1,2.1986914
21,19,4.6824074
21,29,2.2865968
21,39,3.9186816
22,2,3.5721095
22,3,7.2647657
23,8,3.396565
23,9,2.3167677
25,13,12.39125
28,21,2.1804786
31,0,3.6471925
36,9,2.5123205
37,14,2.220725
38,6,5.531973
38,32,2.5781763
39,36,3.5924804
40,1,2.0461755
40,5,16.8
40,10,2.2614923
40,15,3.562412
40,17,3.5227282
40,35,2.0761817
41,5,7.434027
41,11,3.077334
41,18,3.1266847
41,30,15.34332
41,38,2.1643019
41,39,2.080667
42,0,7.235957
42,6,7.7032228
42,14,2.7438922
42,30,2.2351074
42,34,2.7166407
42,36,4.730176
43,0,2.7196875
43,3,9.585725
43,18,2.0580132
43,22,8.00125
43,38,16.455938
43,39,2.0491931
44,1,2.445069
44,3,3.8044946
44,8,4.9960155
44,17,4.733677
44,19,2.55989
44,23,2.1425498
44,24,11.44375
44,39,2.8847704
45,10,2.261299
45,19,3.2971032
45,25,2.1582885
45,32,4.1694155
45,34,13.070547
45,35,2.2330225
45,39,3.0609374
46,2,3.387256
46,3,4.4089065
46,7,2.172594
46,11,3.1517944
46,35,6.640337
47,8,5.9614744
47,15,4.1375575
47,34,2.9963233
48,20,7.1252346
51,37,3.4186797
52,34,3.9184375
54,0,2.9780836
61,15,3.7466016
