model,task,k,rank,n,r_over_n,d_L,d_S,n_collected,reps,rho1,rho_top5,floor,excess
gemma-3-12b-it,persona,0.05,32,256,0.125,9120,9120,1200,3,0.996303,0.990924,0.576625,0.414299
gemma-3-12b-it,persona,0.05,48,256,0.1875,9120,9120,1200,3,0.997804,0.99479,0.720024,0.274766
gemma-3-12b-it,persona,0.05,64,256,0.25,9120,9120,1200,3,0.99856,0.997031,0.825164,0.171867
gemma-3-12b-it,persona,0.05,96,256,0.375,9120,9120,1200,3,0.999626,0.999249,0.954973,0.044275
gemma-3-12b-it,persona,0.05,128,256,0.5,9120,9120,1200,3,1.0,1.0,0.999734,0.000265
gemma-3-12b-it,persona,0.05,2,384,0.0052,9120,9120,1200,3,0.946082,0.614338,0.055628,0.55871
gemma-3-12b-it,persona,0.05,4,384,0.0104,9120,9120,1200,3,0.984361,0.889419,0.088926,0.800493
gemma-3-12b-it,persona,0.05,8,384,0.0208,9120,9120,1200,3,0.991305,0.953495,0.178844,0.774651
gemma-3-12b-it,persona,0.05,16,384,0.0417,9120,9120,1200,3,0.993068,0.979702,0.308676,0.671026
gemma-3-12b-it,persona,0.05,24,384,0.0625,9120,9120,1200,3,0.994781,0.986122,0.402165,0.583957
gemma-3-12b-it,persona,0.05,32,384,0.0833,9120,9120,1200,3,0.995937,0.989817,0.476268,0.513548
gemma-3-12b-it,persona,0.05,48,384,0.125,9120,9120,1200,3,0.997239,0.993773,0.599225,0.394548
gemma-3-12b-it,persona,0.05,64,384,0.1667,9120,9120,1200,3,0.997942,0.995773,0.694369,0.301405
gemma-3-12b-it,persona,0.05,96,384,0.25,9120,9120,1200,3,0.998931,0.997942,0.837799,0.160143
gemma-3-12b-it,persona,0.05,128,384,0.3333,9120,9120,1200,3,0.999523,0.999128,0.929222,0.069906
gemma-3-12b-it,persona,0.05,2,512,0.0039,9120,9120,1200,3,0.977524,0.706911,0.050922,0.655989
gemma-3-12b-it,persona,0.05,4,512,0.0078,9120,9120,1200,3,0.988421,0.886986,0.079423,0.807563
gemma-3-12b-it,persona,0.05,8,512,0.0156,9120,9120,1200,3,0.992543,0.954492,0.150488,0.804004
gemma-3-12b-it,persona,0.05,16,512,0.0312,9120,9120,1200,3,0.993759,0.980288,0.263003,0.717285
gemma-3-12b-it,persona,0.05,24,512,0.0469,9120,9120,1200,3,0.995128,0.986313,0.349644,0.636669
gemma-3-12b-it,persona,0.05,32,512,0.0625,9120,9120,1200,3,0.995973,0.989753,0.418578,0.571175
gemma-3-12b-it,persona,0.05,48,512,0.0938,9120,9120,1200,3,0.997265,0.993285,0.528614,0.464672
gemma-3-12b-it,persona,0.05,64,512,0.125,9120,9120,1200,3,0.997994,0.995587,0.615435,0.380152
gemma-3-12b-it,persona,0.05,96,512,0.1875,9120,9120,1200,3,0.998846,0.997363,0.750099,0.247264
gemma-3-12b-it,persona,0.05,128,512,0.25,9120,9120,1200,3,0.99924,0.998436,0.847782,0.150655
gemma-3-12b-it,persona,0.05,2,640,0.0031,9120,9120,1200,3,0.964596,0.585702,0.041876,0.543826
gemma-3-12b-it,persona,0.05,4,640,0.0063,9120,9120,1200,3,0.987255,0.887191,0.060932,0.826259
gemma-3-12b-it,persona,0.05,8,640,0.0125,9120,9120,1200,3,0.990993,0.950803,0.122181,0.828622
gemma-3-12b-it,persona,0.05,16,640,0.025,9120,9120,1200,3,0.992421,0.97935,0.236147,0.743203
gemma-3-12b-it,persona,0.05,24,640,0.0375,9120,9120,1200,3,0.993918,0.985637,0.312106,0.673531
gemma-3-12b-it,persona,0.05,32,640,0.05,9120,9120,1200,3,0.995287,0.98899,0.372394,0.616597
gemma-3-12b-it,persona,0.05,48,640,0.075,9120,9120,1200,3,0.9966,0.99302,0.472787,0.520233
gemma-3-12b-it,persona,0.05,64,640,0.1,9120,9120,1200,3,0.997379,0.994892,0.552486,0.442406
gemma-3-12b-it,persona,0.05,96,640,0.15,9120,9120,1200,3,0.998373,0.996896,0.67756,0.319336
gemma-3-12b-it,persona,0.05,128,640,0.2,9120,9120,1200,3,0.998926,0.997892,0.773575,0.224318
gemma-3-12b-it,bias,0.05,2,64,0.0312,9120,9120,1200,3,0.81432,0.578388,0.163157,0.415231
gemma-3-12b-it,bias,0.05,4,64,0.0625,9120,9120,1200,3,0.897285,0.548619,0.220987,0.327632
gemma-3-12b-it,bias,0.05,8,64,0.125,9120,9120,1200,3,0.949505,0.761095,0.415325,0.34577
gemma-3-12b-it,bias,0.05,16,64,0.25,9120,9120,1200,3,0.981884,0.932178,0.727786,0.204392
gemma-3-12b-it,bias,0.05,24,64,0.375,9120,9120,1200,3,0.997033,0.987541,0.911589,0.075951
gemma-3-12b-it,bias,0.05,32,64,0.5,9120,9120,1200,3,1.0,0.99997,0.994921,0.005049
gemma-3-12b-it,bias,0.05,48,64,0.75,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,64,64,1.0,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,96,64,1.5,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,128,64,2.0,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,2,128,0.0156,9120,9120,1200,3,0.781644,0.597763,0.103767,0.493996
gemma-3-12b-it,bias,0.05,4,128,0.0312,9120,9120,1200,3,0.877035,0.535519,0.14286,0.392659
gemma-3-12b-it,bias,0.05,8,128,0.0625,9120,9120,1200,3,0.937931,0.683874,0.299815,0.384059
gemma-3-12b-it,bias,0.05,16,128,0.125,9120,9120,1200,3,0.969582,0.871583,0.526461,0.345122
gemma-3-12b-it,bias,0.05,24,128,0.1875,9120,9120,1200,3,0.979832,0.923431,0.686053,0.237378
gemma-3-12b-it,bias,0.05,32,128,0.25,9120,9120,1200,3,0.986201,0.954943,0.803061,0.151882
gemma-3-12b-it,bias,0.05,48,128,0.375,9120,9120,1200,3,0.996975,0.991707,0.94676,0.044947
gemma-3-12b-it,bias,0.05,64,128,0.5,9120,9120,1200,3,1.0,0.999993,0.999022,0.00097
gemma-3-12b-it,bias,0.05,96,128,0.75,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,128,128,1.0,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,2,256,0.0078,9120,9120,1200,3,0.823451,0.591284,0.078004,0.51328
gemma-3-12b-it,bias,0.05,4,256,0.0156,9120,9120,1200,3,0.885197,0.525401,0.105235,0.420166
gemma-3-12b-it,bias,0.05,8,256,0.0312,9120,9120,1200,3,0.931053,0.671758,0.214454,0.457303
gemma-3-12b-it,bias,0.05,16,256,0.0625,9120,9120,1200,3,0.96309,0.828022,0.375405,0.452617
gemma-3-12b-it,bias,0.05,24,256,0.0938,9120,9120,1200,3,0.974669,0.887695,0.494256,0.39344
gemma-3-12b-it,bias,0.05,32,256,0.125,9120,9120,1200,3,0.979866,0.921834,0.589274,0.33256
gemma-3-12b-it,bias,0.05,48,256,0.1875,9120,9120,1200,3,0.987961,0.954218,0.727555,0.226664
gemma-3-12b-it,bias,0.05,64,256,0.25,9120,9120,1200,3,0.993437,0.97551,0.831267,0.144243
gemma-3-12b-it,bias,0.05,96,256,0.375,9120,9120,1200,3,0.998724,0.995835,0.959567,0.036269
gemma-3-12b-it,bias,0.05,128,256,0.5,9120,9120,1200,3,1.0,0.999997,0.999762,0.000235
gemma-3-12b-it,bias,0.05,2,384,0.0052,9120,9120,1200,3,0.743906,0.608824,0.066181,0.542644
gemma-3-12b-it,bias,0.05,4,384,0.0104,9120,9120,1200,3,0.894785,0.535362,0.094382,0.44098
gemma-3-12b-it,bias,0.05,8,384,0.0208,9120,9120,1200,3,0.938881,0.665434,0.177223,0.488211
gemma-3-12b-it,bias,0.05,16,384,0.0417,9120,9120,1200,3,0.962384,0.826868,0.303357,0.523511
gemma-3-12b-it,bias,0.05,24,384,0.0625,9120,9120,1200,3,0.973578,0.880293,0.406777,0.473516
gemma-3-12b-it,bias,0.05,32,384,0.0833,9120,9120,1200,3,0.978124,0.907762,0.480751,0.427011
gemma-3-12b-it,bias,0.05,48,384,0.125,9120,9120,1200,3,0.986092,0.940374,0.606932,0.333443
gemma-3-12b-it,bias,0.05,64,384,0.1667,9120,9120,1200,3,0.990728,0.957541,0.702681,0.25486
gemma-3-12b-it,bias,0.05,96,384,0.25,9120,9120,1200,3,0.995204,0.980309,0.843843,0.136466
gemma-3-12b-it,bias,0.05,128,384,0.3333,9120,9120,1200,3,0.997837,0.992659,0.93239,0.060269
gemma-3-12b-it,bias,0.05,2,512,0.0039,9120,9120,1200,3,0.864067,0.54291,0.048088,0.494822
gemma-3-12b-it,bias,0.05,4,512,0.0078,9120,9120,1200,3,0.911135,0.530042,0.075013,0.455029
gemma-3-12b-it,bias,0.05,8,512,0.0156,9120,9120,1200,3,0.941479,0.67474,0.150915,0.523825
gemma-3-12b-it,bias,0.05,16,512,0.0312,9120,9120,1200,3,0.966357,0.823392,0.272334,0.551058
gemma-3-12b-it,bias,0.05,24,512,0.0469,9120,9120,1200,3,0.973617,0.874569,0.355173,0.519396
gemma-3-12b-it,bias,0.05,32,512,0.0625,9120,9120,1200,3,0.978251,0.901324,0.420735,0.48059
gemma-3-12b-it,bias,0.05,48,512,0.0938,9120,9120,1200,3,0.984812,0.934555,0.527327,0.407228
gemma-3-12b-it,bias,0.05,64,512,0.125,9120,9120,1200,3,0.988611,0.951203,0.61673,0.334473
gemma-3-12b-it,bias,0.05,96,512,0.1875,9120,9120,1200,3,0.99325,0.973538,0.754188,0.21935
gemma-3-12b-it,bias,0.05,128,512,0.25,9120,9120,1200,3,0.996434,0.985809,0.853437,0.132372
gemma-3-12b-it,bias,0.05,2,640,0.0031,9120,9120,1200,3,0.815367,0.552574,0.042907,0.509666
gemma-3-12b-it,bias,0.05,4,640,0.0063,9120,9120,1200,3,0.892601,0.529534,0.068609,0.460926
gemma-3-12b-it,bias,0.05,8,640,0.0125,9120,9120,1200,3,0.934391,0.662769,0.130267,0.532502
gemma-3-12b-it,bias,0.05,16,640,0.025,9120,9120,1200,3,0.960632,0.814962,0.235669,0.579293
gemma-3-12b-it,bias,0.05,24,640,0.0375,9120,9120,1200,3,0.969052,0.870803,0.310764,0.560039
gemma-3-12b-it,bias,0.05,32,640,0.05,9120,9120,1200,3,0.973663,0.892281,0.371963,0.520318
gemma-3-12b-it,bias,0.05,48,640,0.075,9120,9120,1200,3,0.982156,0.92657,0.475795,0.450775
gemma-3-12b-it,bias,0.05,64,640,0.1,9120,9120,1200,3,0.986338,0.944166,0.555541,0.388625
gemma-3-12b-it,bias,0.05,96,640,0.15,9120,9120,1200,3,0.991632,0.965683,0.683014,0.282669
gemma-3-12b-it,bias,0.05,128,640,0.2,9120,9120,1200,3,0.995054,0.97941,0.779812,0.199598
gemma-3-12b-it,factual recall,0.05,2,64,0.0312,9120,9120,1200,3,0.605069,0.382948,0.164347,0.218601
gemma-3-12b-it,factual recall,0.05,4,64,0.0625,9120,9120,1200,3,0.774036,0.427831,0.206377,0.221453
gemma-3-12b-it,factual recall,0.05,8,64,0.125,9120,9120,1200,3,0.908847,0.649611,0.407509,0.242102
gemma-3-12b-it,factual recall,0.05,16,64,0.25,9120,9120,1200,3,0.962091,0.870941,0.737206,0.133735
gemma-3-12b-it,factual recall,0.05,24,64,0.375,9120,9120,1200,3,0.990288,0.969744,0.912146,0.057597
gemma-3-12b-it,factual recall,0.05,32,64,0.5,9120,9120,1200,3,1.0,0.998109,0.994457,0.003651
gemma-3-12b-it,factual recall,0.05,48,64,0.75,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,64,64,1.0,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,96,64,1.5,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,128,64,2.0,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,2,128,0.0156,9120,9120,1200,3,0.503443,0.326142,0.112473,0.21367
gemma-3-12b-it,factual recall,0.05,4,128,0.0312,9120,9120,1200,3,0.742143,0.424261,0.168556,0.255705
gemma-3-12b-it,factual recall,0.05,8,128,0.0625,9120,9120,1200,3,0.871486,0.633125,0.302287,0.330838
gemma-3-12b-it,factual recall,0.05,16,128,0.125,9120,9120,1200,3,0.926151,0.813203,0.5269,0.286303
gemma-3-12b-it,factual recall,0.05,24,128,0.1875,9120,9120,1200,3,0.958479,0.893356,0.689938,0.203418
gemma-3-12b-it,factual recall,0.05,32,128,0.25,9120,9120,1200,3,0.972672,0.942339,0.79877,0.143568
gemma-3-12b-it,factual recall,0.05,48,128,0.375,9120,9120,1200,3,0.992078,0.981292,0.940612,0.040681
gemma-3-12b-it,factual recall,0.05,64,128,0.5,9120,9120,1200,3,1.0,0.999591,0.998553,0.001038
gemma-3-12b-it,factual recall,0.05,96,128,0.75,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,128,128,1.0,9120,9120,1200,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,2,256,0.0078,9120,9120,1200,3,0.502325,0.351441,0.072897,0.278544
gemma-3-12b-it,factual recall,0.05,4,256,0.0156,9120,9120,1200,3,0.744336,0.394676,0.104457,0.290219
gemma-3-12b-it,factual recall,0.05,8,256,0.0312,9120,9120,1200,3,0.854363,0.619119,0.193744,0.425376
gemma-3-12b-it,factual recall,0.05,16,256,0.0625,9120,9120,1200,3,0.916246,0.780548,0.373462,0.407086
gemma-3-12b-it,factual recall,0.05,24,256,0.0938,9120,9120,1200,3,0.942153,0.85434,0.493519,0.36082
gemma-3-12b-it,factual recall,0.05,32,256,0.125,9120,9120,1200,3,0.955931,0.887438,0.583563,0.303875
gemma-3-12b-it,factual recall,0.05,48,256,0.1875,9120,9120,1200,3,0.970398,0.92916,0.726618,0.202542
gemma-3-12b-it,factual recall,0.05,64,256,0.25,9120,9120,1200,3,0.97973,0.955451,0.829658,0.125794
gemma-3-12b-it,factual recall,0.05,96,256,0.375,9120,9120,1200,3,0.994622,0.987599,0.954893,0.032706
gemma-3-12b-it,factual recall,0.05,128,256,0.5,9120,9120,1200,3,1.0,0.999927,0.999643,0.000283
gemma-3-12b-it,factual recall,0.05,2,384,0.0052,9120,9120,1200,3,0.523035,0.343556,0.057092,0.286464
gemma-3-12b-it,factual recall,0.05,4,384,0.0104,9120,9120,1200,3,0.751959,0.329554,0.084049,0.245505
gemma-3-12b-it,factual recall,0.05,8,384,0.0208,9120,9120,1200,3,0.867006,0.611165,0.169597,0.441568
gemma-3-12b-it,factual recall,0.05,16,384,0.0417,9120,9120,1200,3,0.90288,0.760593,0.304978,0.455615
gemma-3-12b-it,factual recall,0.05,24,384,0.0625,9120,9120,1200,3,0.928187,0.83207,0.401111,0.430959
gemma-3-12b-it,factual recall,0.05,32,384,0.0833,9120,9120,1200,3,0.944733,0.870123,0.478883,0.391239
gemma-3-12b-it,factual recall,0.05,48,384,0.125,9120,9120,1200,3,0.960006,0.912664,0.605641,0.307023
gemma-3-12b-it,factual recall,0.05,64,384,0.1667,9120,9120,1200,3,0.97172,0.938683,0.700343,0.23834
gemma-3-12b-it,factual recall,0.05,96,384,0.25,9120,9120,1200,3,0.983331,0.966536,0.841735,0.124801
gemma-3-12b-it,factual recall,0.05,128,384,0.3333,9120,9120,1200,3,0.991445,0.984577,0.929295,0.055282
gemma-3-12b-it,factual recall,0.05,2,512,0.0039,9120,9120,1200,3,0.53694,0.343717,0.04894,0.294778
gemma-3-12b-it,factual recall,0.05,4,512,0.0078,9120,9120,1200,3,0.757343,0.394872,0.074101,0.320771
gemma-3-12b-it,factual recall,0.05,8,512,0.0156,9120,9120,1200,3,0.867833,0.58994,0.150264,0.439676
gemma-3-12b-it,factual recall,0.05,16,512,0.0312,9120,9120,1200,3,0.909734,0.756106,0.263612,0.492494
gemma-3-12b-it,factual recall,0.05,24,512,0.0469,9120,9120,1200,3,0.935407,0.828872,0.346405,0.482467
gemma-3-12b-it,factual recall,0.05,32,512,0.0625,9120,9120,1200,3,0.948248,0.862858,0.415784,0.447074
gemma-3-12b-it,factual recall,0.05,48,512,0.0938,9120,9120,1200,3,0.962215,0.898998,0.526552,0.372446
gemma-3-12b-it,factual recall,0.05,64,512,0.125,9120,9120,1200,3,0.971119,0.92519,0.613638,0.311552
gemma-3-12b-it,factual recall,0.05,96,512,0.1875,9120,9120,1200,3,0.980091,0.955191,0.746014,0.209177
gemma-3-12b-it,factual recall,0.05,128,512,0.25,9120,9120,1200,3,0.987336,0.972296,0.842304,0.129992
gemma-3-12b-it,factual recall,0.05,2,640,0.0031,9120,9120,1200,3,0.508006,0.33788,0.050191,0.287688
gemma-3-12b-it,factual recall,0.05,4,640,0.0063,9120,9120,1200,3,0.727137,0.315922,0.068194,0.247728
gemma-3-12b-it,factual recall,0.05,8,640,0.0125,9120,9120,1200,3,0.843718,0.579533,0.128815,0.450718
gemma-3-12b-it,factual recall,0.05,16,640,0.025,9120,9120,1200,3,0.894316,0.739073,0.239003,0.500071
gemma-3-12b-it,factual recall,0.05,24,640,0.0375,9120,9120,1200,3,0.924407,0.814457,0.311539,0.502919
gemma-3-12b-it,factual recall,0.05,32,640,0.05,9120,9120,1200,3,0.937546,0.85168,0.37472,0.47696
gemma-3-12b-it,factual recall,0.05,48,640,0.075,9120,9120,1200,3,0.957536,0.888172,0.475655,0.412517
gemma-3-12b-it,factual recall,0.05,64,640,0.1,9120,9120,1200,3,0.966478,0.915191,0.556287,0.358903
gemma-3-12b-it,factual recall,0.05,96,640,0.15,9120,9120,1200,3,0.975243,0.946658,0.682001,0.264658
gemma-3-12b-it,factual recall,0.05,128,640,0.2,9120,9120,1200,3,0.982532,0.962874,0.777789,0.185085
Qwen1.5-14B-Chat,verse,0.05,2,64,0.0312,10240,10240,1200,3,0.984843,0.972027,0.128851,0.843176
Qwen1.5-14B-Chat,verse,0.05,4,64,0.0625,10240,10240,1200,3,0.990991,0.942871,0.209075,0.733797
Qwen1.5-14B-Chat,verse,0.05,8,64,0.125,10240,10240,1200,3,0.994397,0.976744,0.421154,0.555589
Qwen1.5-14B-Chat,verse,0.05,16,64,0.25,10240,10240,1200,3,0.997892,0.99416,0.724938,0.269222
Qwen1.5-14B-Chat,verse,0.05,24,64,0.375,10240,10240,1200,3,0.999393,0.99824,0.910479,0.087762
Qwen1.5-14B-Chat,verse,0.05,32,64,0.5,10240,10240,1200,3,1.0,0.99993,0.994443,0.005487
Qwen1.5-14B-Chat,verse,0.05,48,64,0.75,10240,10240,1200,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,64,64,1.0,10240,10240,1200,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,96,64,1.5,10240,10240,1200,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,128,64,2.0,10240,10240,1200,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,2,128,0.0156,10240,10240,1200,3,0.988541,0.983466,0.097289,0.886178
Qwen1.5-14B-Chat,verse,0.05,4,128,0.0312,10240,10240,1200,3,0.992881,0.948497,0.139552,0.808945
