layer,neuron,value
0,31,1.4041028
7,11,1.2023225
7,37,1.2927784
8,1,1.470145
8,6,2.5777123
8,7,1.3958669
8,11,2.2636242
8,32,1.3888344
9,20,1.5774463
9,23,2.52864
9,35,1.7679639
9,36,1.513194
10,4,3.4875696
10,7,1.5338403
10,10,3.649414
10,29,1.2783471
10,34,2.1147614
10,38,1.50112
11,13,2.1497877
11,15,2.9508424
11,28,2.5912108
11,30,1.6061743
11,33,2.7291162
11,38,1.4408642
12,2,2.1873145
12,3,2.5946655
12,6,1.4707618
12,9,4.5076756
12,18,4.840171
12,19,3.5682178
12,21,2.6950195
12,39,4.4603467
13,5,5.6110954
13,9,1.8261036
13,14,2.1498218
13,26,1.4327826
14,6,2.2112794
14,27,1.2165442
14,29,1.2450894
14,37,4.2700877
15,27,1.3582629
16,23,1.2818024
17,24,1.2710761
19,30,2.2247467
20,5,1.3877307
32,22,2.5332031
35,35,1.2465771
39,12,1.7025586
