layer,neuron,value
4,34,0.10828523
7,9,0.32288688
8,30,0.32854584
9,13,0.22759826
9,32,0.16545166
10,0,0.119823605
10,26,0.23063508
11,3,0.23315369
11,8,0.21028648
11,17,0.115317844
11,29,0.29688781
12,0,0.36666274
12,9,0.33042344
12,10,0.2227032
13,2,0.4238318
13,9,0.21501267
13,33,0.12068512
14,5,0.42331162
14,29,0.23644501
14,32,0.23389572
14,34,0.18709975
15,2,0.11263428
15,7,0.30336457
15,15,0.13663986
15,17,0.18664871
15,27,0.18420212
15,30,0.17597008
16,5,0.58833635
16,14,0.1517813
16,27,0.18167222
16,39,0.17312744
17,5,0.11618324
17,20,1.1517115
17,35,0.18016647
17,38,0.7698743
19,30,0.52866745
20,22,0.12180908
20,27,0.9165991
22,18,0.2008364
23,18,1.0616174
23,21,0.2797461
24,31,0.25849396
25,1,0.11435383
27,26,0.11672828
31,1,0.10507988
34,17,0.15118961
35,1,0.25755525
37,21,0.27753663
