model,task,group,n_units,eta2_concept,eta2_format,ctl_concept,ctl_format,exc_concept,exc_format
OLMo-2-1124-13B-DPO,verse,LF-only,68,0.04673497723737594,0.5485298638873998,0.04648903607053849,0.546487667082393,0.0002459411668374531,0.002042196805006724
OLMo-2-1124-13B-DPO,verse,ST-only,68,0.045906477174871514,0.5216062483448376,0.048307957529549514,0.5194229307366167,-0.0024014803546779998,0.0021833176082208805
OLMo-2-1124-13B-DPO,summarization,LF-only,72,0.0266018004613844,0.565415528908674,0.027327226310527825,0.5650864076090145,-0.000725425849143424,0.0003291212996594517
OLMo-2-1124-13B-DPO,summarization,ST-only,72,0.02110224487176849,0.5556847440646482,0.02203692948302609,0.5334275269009157,-0.0009346846112576017,0.022257217163732523
OLMo-2-1124-13B-DPO,bias,LF-only,70,0.024523722254310033,0.7551504104537536,0.025591852527368345,0.7556075550990636,-0.0010681302730583125,-0.00045714464530999255
OLMo-2-1124-13B-DPO,bias,ST-only,70,0.022903301172905302,0.7217744245336659,0.023730514139869735,0.7070066760456352,-0.0008272129669644329,0.014767748488030752
OLMo-2-1124-13B-DPO,persona,LF-only,71,0.08732924066176123,0.6734108275644773,0.08699609933150626,0.6600766785830752,0.0003331413302549713,0.013334148981402172
OLMo-2-1124-13B-DPO,persona,ST-only,71,0.07962850538056732,0.6607314709447887,0.08575774114595985,0.6394825267824715,-0.006129235765392538,0.02124894416231715
