model,task,margin,topk,arm,n_units,baseline,d_ablate,d_control,control_sd,excess
gemma-3-12b-it,summarization,long,0.2,single,153,2.562297139937679,-1.2176045347005127,-1.0312605854123829,0.04925265535712242,-0.1863439492881298
gemma-3-12b-it,summarization,long,0.3,long,230,2.562297139937679,-1.6475461591035128,-1.4883609917014837,0.13510368391871463,-0.15918516740202904
gemma-3-12b-it,summarization,long,0.3,single,230,2.562297139937679,-1.3677112553268669,-0.8979345640788474,0.051659004141886955,-0.46977669124801946
gemma-3-12b-it,summarization,long,0.5,long,384,2.562297139937679,-2.682694787159562,-2.354076086853941,0.3435491075118382,-0.3286187003056211
gemma-3-12b-it,summarization,long,0.5,single,384,2.562297139937679,-1.6754180683443942,-2.07325498200953,0.1310903479655583,0.39783691366513585
gemma-3-12b-it,bias,long,0.05,long,38,0.5298745681842169,-0.14296204845110577,-0.02871433397134146,0.036520188053449004,-0.11424771447976431
gemma-3-12b-it,bias,long,0.05,single,38,0.5298745681842169,-0.019159850974877712,-0.025421970834334756,0.020026213179032,0.006262119859457044
gemma-3-12b-it,bias,long,0.1,long,76,0.5298745681842169,-0.19898006816705072,-0.10126711428165439,0.04357910652955374,-0.09771295388539633
gemma-3-12b-it,bias,long,0.1,single,76,0.5298745681842169,-0.05552510420481366,-0.09540618086854621,0.029560015847285598,0.039881076663732556
gemma-3-12b-it,bias,long,0.2,long,153,0.5298745681842169,-0.25069952507813775,-0.29449536154667544,0.0276553655664126,0.043795836468537686
gemma-3-12b-it,bias,long,0.2,single,153,0.5298745681842169,-0.13035320242245996,-0.17750865841905278,0.06992907449603081,0.04715545599659282
gemma-3-12b-it,bias,long,0.3,long,230,0.5298745681842169,-0.3525606691837311,-0.3289854849378268,0.04999877264102298,-0.023575184245904268
gemma-3-12b-it,bias,long,0.3,single,230,0.5298745681842169,-0.22171777486801153,-0.30651180197795236,0.019257259865601895,0.08479402710994083
gemma-3-12b-it,bias,long,0.5,long,384,0.5298745681842169,-0.6879269729057949,-0.4844991515080134,0.1156466503938039,-0.20342782139778143
gemma-3-12b-it,bias,long,0.5,single,384,0.5298745681842169,-0.2842679967482885,-0.36266676584879565,0.004341050982475281,0.07839876910050714
gemma-3-12b-it,factual recall,long,0.05,long,38,2.0006356549759707,-0.4927289324502151,-0.5914421391983828,0.11679012825091672,0.09871320674816775
gemma-3-12b-it,factual recall,long,0.05,single,38,2.0006356549759707,-0.3711665632824104,-0.13261122442781936,0.06533398417135083,-0.23855533885459101
gemma-3-12b-it,factual recall,long,0.1,long,76,2.0006356549759707,-1.1649788059294224,-0.8868410512804987,0.40450195843974757,-0.27813775464892365
gemma-3-12b-it,factual recall,long,0.1,single,76,2.0006356549759707,-1.1330572925508022,-0.6602259924014411,0.01916731521487236,-0.47283130014936114
gemma-3-12b-it,factual recall,long,0.2,long,153,2.0006356549759707,-1.7951196444531283,-1.7032065503299236,0.06588819126288092,-0.0919130941232047
gemma-3-12b-it,factual recall,long,0.2,single,153,2.0006356549759707,-1.9316602957745395,-1.6185180284082892,0.5382182175914447,-0.3131422673662503
gemma-3-12b-it,factual recall,long,0.3,long,230,2.0006356549759707,-2.748540432502826,-2.456870634108782,0.3318451320131619,-0.2916697983940444
gemma-3-12b-it,factual recall,long,0.3,single,230,2.0006356549759707,-2.9215346835553646,-2.463130433112383,0.0548863485455513,-0.4584042504429817
gemma-3-12b-it,factual recall,long,0.5,long,384,2.0006356549759707,-2.601267358909051,-3.374408529450496,0.19087357819080353,0.7731411705414453
gemma-3-12b-it,factual recall,long,0.5,single,384,2.0006356549759707,-2.7874990217387676,-2.943695817142725,0.19878521809975314,0.15619679540395737
gemma-3-12b-it,persona,long,0.05,long,38,1.7363962071637313,0.10633449877301837,-0.2868594378232957,0.1564276826878389,0.3931939365963141
gemma-3-12b-it,persona,long,0.05,single,38,1.7363962071637313,0.008642545590797912,-0.17102406173944484,0.048932441820701,0.17966660733024276
gemma-3-12b-it,persona,long,0.1,long,76,1.7363962071637313,-0.25899420554439234,-0.496598659704129,0.06382337709267927,0.23760445415973663
gemma-3-12b-it,persona,long,0.1,single,76,1.7363962071637313,-0.27939637626210856,-0.20640464127063762,0.06901392216483748,-0.07299173499147094
gemma-3-12b-it,persona,long,0.2,long,153,1.7363962071637313,-0.6024025566875935,-0.40359183276693034,0.05932876219352079,-0.19881072392066312
gemma-3-12b-it,persona,long,0.2,single,153,1.7363962071637313,-0.3715403762956462,-0.4088523524502914,0.04872990896304441,0.03731197615464521
gemma-3-12b-it,persona,long,0.3,long,230,1.7363962071637313,-0.9536963490148386,-0.46641532207528763,0.39029989888270694,-0.48728102693955094
gemma-3-12b-it,persona,long,0.3,single,230,1.7363962071637313,-0.3035404719412327,-0.5815063181022804,0.040108926594257355,0.2779658461610477
gemma-3-12b-it,persona,long,0.5,long,384,1.7363962071637313,-1.1261158821483455,-1.6043647465606532,0.3128975431124369,0.47824886441230774
gemma-3-12b-it,persona,long,0.5,single,384,1.7363962071637313,-1.366913074006637,-1.7401610600451631,0.40797056257724773,0.37324798603852605
