model,task,margin,topk,arm,n_units,baseline,d_ablate,d_control,control_sd,excess
Qwen1.5-32B-Chat,bias,long,0.3,long,768,0.6878902353346348,-0.40450698013106984,-0.33296601474285126,0.02709832414984703,-0.07154096538821858
Qwen1.5-32B-Chat,bias,long,0.3,single,768,0.6878902353346348,-0.21456906323631603,-0.2535045680900415,0.000868727763493865,0.03893550485372549
Qwen1.5-32B-Chat,bias,long,0.5,long,1280,0.6878902353346348,-0.44178895031412446,-0.3973318735758463,0.009451470027367265,-0.044457076738278145
Qwen1.5-32B-Chat,bias,long,0.5,single,1280,0.6878902353346348,-0.3342211879789829,-0.3699949036041896,0.012494858354330063,0.03577371562520665
Qwen1.5-32B-Chat,factual recall,long,0.05,long,128,0.7879908738638429,-0.2504971645442613,-0.3276492282263158,0.019128747672463475,0.07715206368205452
Qwen1.5-32B-Chat,factual recall,long,0.05,single,128,0.7879908738638429,-0.2546959359800287,-0.32329762341881474,0.04748014329622188,0.06860168743878603
Qwen1.5-32B-Chat,factual recall,long,0.1,long,256,0.7879908738638429,-0.42891871854468866,-0.653824754243639,0.1288226991891861,0.2249060356989503
Qwen1.5-32B-Chat,factual recall,long,0.1,single,256,0.7879908738638429,-0.41502922884925886,-0.6410284932838597,0.055881954341505946,0.22599926443460083
Qwen1.5-32B-Chat,factual recall,long,0.2,long,512,0.7879908738638429,-0.5387750474716692,-0.859294201194037,0.048196196211695956,0.32051915372236783
Qwen1.5-32B-Chat,factual recall,long,0.2,single,512,0.7879908738638429,-0.9350676931013974,-0.9594963715353515,0.06535145071878407,0.024428678433954132
Qwen1.5-32B-Chat,factual recall,long,0.3,long,768,0.7879908738638429,-0.6231918628618587,-0.9104900188443328,0.06474208801228087,0.2872981559824741
Qwen1.5-32B-Chat,factual recall,long,0.3,single,768,0.7879908738638429,-1.070658587666306,-1.1838980998436455,0.1340611515527902,0.11323951217733952
Qwen1.5-32B-Chat,factual recall,long,0.5,long,1280,0.7879908738638429,-0.594443539341834,-1.027729363879189,0.014827084252222789,0.43328582453735487
Qwen1.5-32B-Chat,factual recall,long,0.5,single,1280,0.7879908738638429,-0.9700003035347132,-1.1626826102534928,0.005194983241381124,0.19268230671877962
Qwen1.5-32B-Chat,persona,long,0.05,long,128,0.6530552214632431,-0.016879760349790218,-0.07558466556171572,0.015565108507871628,0.05870490521192551
Qwen1.5-32B-Chat,persona,long,0.05,single,128,0.6530552214632431,-0.03640477421383059,-0.07313302593926585,0.010377506415049198,0.03672825172543526
Qwen1.5-32B-Chat,persona,long,0.1,long,256,0.6530552214632431,-0.059090231234828594,-0.0982047443588574,0.027020180597901344,0.039114513124028805
Qwen1.5-32B-Chat,persona,long,0.1,single,256,0.6530552214632431,-0.12588849229117227,-0.07499119701484835,0.035889243086179135,-0.05089729527632392
Qwen1.5-32B-Chat,persona,long,0.2,long,512,0.6530552214632431,-0.1818411406129598,-0.23332117808361844,0.047027351955572755,0.05148003747065863
Qwen1.5-32B-Chat,persona,long,0.2,single,512,0.6530552214632431,-0.21122134042282897,-0.19273160708447293,0.016328473885854095,-0.018489733338356046
Qwen1.5-32B-Chat,persona,long,0.3,long,768,0.6530552214632431,-0.25157295477886993,-0.3017257408549388,0.0020375698804855347,0.05015278607606888
Qwen1.5-32B-Chat,persona,long,0.3,single,768,0.6530552214632431,-0.21205048821866507,-0.1839468609541654,0.012366898357868195,-0.028103627264499664
Qwen1.5-32B-Chat,persona,long,0.5,long,1280,0.6530552214632431,-0.34839476210375625,-0.4134651875744263,0.020656128724416106,0.06507042547067005
Qwen1.5-32B-Chat,persona,long,0.5,single,1280,0.6530552214632431,-0.26736789507170516,-0.3108653891831636,0.01827302947640419,0.043497494111458423
