model,task,margin,topk,arm,n_units,baseline,d_ablate,d_control,control_sd,excess
Qwen1.5-32B-Chat,verse,long,0.05,long,128,1.0838292775054772,-0.3202327104906241,-0.4437302922209103,0.023968370010455486,0.12349758173028624
Qwen1.5-32B-Chat,verse,long,0.05,single,128,1.0838292775054772,-0.34611599023143447,-0.3473233642677465,0.0007236550251643048,0.0012073740363120478
Qwen1.5-32B-Chat,verse,long,0.1,long,256,1.0838292775054772,-0.49174076691269863,-0.6342903325955072,0.009955395013093948,0.14254956568280852
Qwen1.5-32B-Chat,verse,long,0.1,single,256,1.0838292775054772,-0.5278975181281566,-0.5074174143373966,0.017542233069737734,-0.02048010379075993
Qwen1.5-32B-Chat,verse,long,0.2,long,512,1.0838292775054772,-0.8660026925305525,-1.0995874715348084,0.041019705434640175,0.2335847790042559
Qwen1.5-32B-Chat,verse,long,0.2,single,512,1.0838292775054772,-0.8106262596944966,-0.8002165394524733,0.015121879676977756,-0.010409720242023357
Qwen1.5-32B-Chat,verse,long,0.3,long,768,1.0838292775054772,-1.2486547517279782,-1.3606126519540944,0.03830804179112113,0.11195790022611618
Qwen1.5-32B-Chat,verse,long,0.3,single,768,1.0838292775054772,-1.0354293671747048,-1.000473509232203,0.033324943234523174,-0.03495585794250178
Qwen1.5-32B-Chat,verse,long,0.5,long,1280,1.0838292775054772,-1.5025181658565998,-1.7465211761494477,0.054086002210776085,0.24400301029284788
Qwen1.5-32B-Chat,verse,long,0.5,single,1280,1.0838292775054772,-1.415014742563168,-1.5785008457799752,0.06115119159221649,0.16348610321680712
Qwen1.5-32B-Chat,summarization,long,0.05,long,128,1.0489215161651373,-0.3623321844885746,-0.2722808439284563,0.0238646287471056,-0.09005134056011832
Qwen1.5-32B-Chat,summarization,long,0.05,single,128,1.0489215161651373,-0.2027160134166479,-0.17847182632734382,0.045692975632846355,-0.024244187089304092
Qwen1.5-32B-Chat,summarization,long,0.1,long,256,1.0489215161651373,-0.5282779689878225,-0.47834045315782225,0.04964739643037319,-0.04993751583000028
Qwen1.5-32B-Chat,summarization,long,0.1,single,256,1.0489215161651373,-0.2546607957532009,-0.2767734145745635,0.0014188863957921294,0.022112618821362617
Qwen1.5-32B-Chat,summarization,long,0.2,long,512,1.0489215161651373,-0.7725605498999357,-0.7370155391593775,0.019402631248036983,-0.03554501074055827
Qwen1.5-32B-Chat,summarization,long,0.2,single,512,1.0489215161651373,-0.5004354473203421,-0.46752342705925304,0.004769466196497263,-0.032912020261089026
Qwen1.5-32B-Chat,summarization,long,0.3,long,768,1.0489215161651373,-0.925178620343407,-0.8469008474300306,0.03799941514929134,-0.07827777291337645
Qwen1.5-32B-Chat,summarization,long,0.3,single,768,1.0489215161651373,-0.6842818986624479,-0.6424506319065889,0.01994047624369466,-0.04183126675585902
Qwen1.5-32B-Chat,summarization,long,0.5,long,1280,1.0489215161651373,-1.0945202664782603,-1.123153313373526,0.0573957351346811,0.0286330468952658
Qwen1.5-32B-Chat,summarization,long,0.5,single,1280,1.0489215161651373,-0.943912141645948,-0.8902918777118127,0.00897571692864102,-0.053620263934135326
Qwen1.5-32B-Chat,bias,long,0.05,long,128,0.6878902353346348,-0.18412009626626968,-0.0625409446656704,0.015553973615169525,-0.12157915160059929
Qwen1.5-32B-Chat,bias,long,0.05,single,128,0.6878902353346348,-0.023836389183998108,-0.05953416290382546,0.011953056479493795,0.03569777371982735
Qwen1.5-32B-Chat,bias,long,0.1,long,256,0.6878902353346348,-0.28158013895154,-0.15619033326705295,0.018773124863704027,-0.12538980568448704
Qwen1.5-32B-Chat,bias,long,0.1,single,256,0.6878902353346348,-0.07458653301000595,-0.07860503904521465,0.04157955137391889,0.004018506035208702
Qwen1.5-32B-Chat,bias,long,0.2,long,512,0.6878902353346348,-0.3733888181547324,-0.24482129141688347,0.022411497930685698,-0.12856752673784894
Qwen1.5-32B-Chat,bias,long,0.2,single,512,0.6878902353346348,-0.143252699325482,-0.16137057542800906,0.0409988077978293,0.018117876102527047
