model,task,margin,topk,arm,n_units,baseline,d_ablate,d_control,control_sd,excess
Qwen1.5-14B-Chat,verse,long,0.2,single,320,1.4063274271786212,-1.0933484189212321,-1.1313526945809522,0.015164360004387721,0.03800427565972009
Qwen1.5-14B-Chat,verse,long,0.3,long,480,1.4063274271786212,-1.3459894753992556,-1.6158473131557305,0.032472017682613624,0.26985783775647487
Qwen1.5-14B-Chat,verse,long,0.3,single,480,1.4063274271786212,-1.3428086258471013,-1.3861935026943684,0.06057435588922193,0.043384876847267106
Qwen1.5-14B-Chat,verse,long,0.5,long,800,1.4063274271786212,-1.8290965892374516,-2.0370848265786967,0.06834189965412812,0.20798823734124516
Qwen1.5-14B-Chat,verse,long,0.5,single,800,1.4063274271786212,-1.8380017377436162,-1.7809235480924446,0.0615150725116313,-0.05707818965117162
Qwen1.5-14B-Chat,summarization,long,0.05,long,80,0.8996077485382556,-0.15703418105840683,-0.16619590545694027,0.021270550779631484,0.009161724398533438
Qwen1.5-14B-Chat,summarization,long,0.05,single,80,0.8996077485382556,-0.03004047870635984,-0.10708365291357036,0.031331183540476704,0.07704317420721052
Qwen1.5-14B-Chat,summarization,long,0.1,long,160,0.8996077485382556,-0.29966532513499256,-0.30868240147829057,0.007246710778551012,0.009017076343298014
Qwen1.5-14B-Chat,summarization,long,0.1,single,160,0.8996077485382556,-0.1639602363109588,-0.21062216386198993,0.030532037536378988,0.04666192755103113
Qwen1.5-14B-Chat,summarization,long,0.2,long,320,0.8996077485382556,-0.5296005271375179,-0.5877856281896432,0.020028275859619186,0.058185101052125265
Qwen1.5-14B-Chat,summarization,long,0.2,single,320,0.8996077485382556,-0.3676262751221656,-0.34787043904264764,0.0036677912740234442,-0.019755836079517974
Qwen1.5-14B-Chat,summarization,long,0.3,long,480,0.8996077485382556,-0.6654542483389377,-0.7475765826801458,0.018161583396984395,0.08212233434120808
Qwen1.5-14B-Chat,summarization,long,0.3,single,480,0.8996077485382556,-0.5090344183146953,-0.4728911814590295,0.04353195380593012,-0.03614323685566584
Qwen1.5-14B-Chat,summarization,long,0.5,long,800,0.8996077485382556,-0.9213778771460056,-0.8738131773968537,0.027854110813796348,-0.047564699749151895
Qwen1.5-14B-Chat,summarization,long,0.5,single,800,0.8996077485382556,-0.713427772372961,-0.7176412266989548,0.033191111682848,0.004213454325993848
Qwen1.5-14B-Chat,bias,long,0.05,long,80,0.8285903349518776,-0.2730630069971085,-0.11853440155585608,0.008363953438860835,-0.1545286054412524
Qwen1.5-14B-Chat,bias,long,0.05,single,80,0.8285903349518776,-0.08323623538017277,-0.11753751685221991,0.010222754188962775,0.03430128147204714
Qwen1.5-14B-Chat,bias,long,0.1,long,160,0.8285903349518776,-0.41285092383623123,-0.22856538593769074,0.026810708777467246,-0.1842855378985405
Qwen1.5-14B-Chat,bias,long,0.1,single,160,0.8285903349518776,-0.12615565210580826,-0.16010398417711258,0.00824658392054724,0.03394833207130432
Qwen1.5-14B-Chat,bias,long,0.2,long,320,0.8285903349518776,-0.5208433866500854,-0.3450873956084252,0.0017264435844287415,-0.17575599104166023
Qwen1.5-14B-Chat,bias,long,0.2,single,320,0.8285903349518776,-0.1977077215909958,-0.27659966945648196,0.02153023177712092,0.07889194786548615
Qwen1.5-14B-Chat,bias,long,0.3,long,480,0.8285903349518776,-0.5635188519954681,-0.40638335694869365,0.013151753987530547,-0.1571354950467745
Qwen1.5-14B-Chat,bias,long,0.3,single,480,0.8285903349518776,-0.28062999844551084,-0.32625984897216165,0.012314524899540233,0.045629850526650806
Qwen1.5-14B-Chat,bias,long,0.5,long,800,0.8285903349518776,-0.5856257990002632,-0.5418875987331072,0.009144269698874387,-0.043738200267156024
Qwen1.5-14B-Chat,bias,long,0.5,single,800,0.8285903349518776,-0.3872903361916542,-0.421531754732132,0.025562958992388893,0.0342414185404778
Qwen1.5-14B-Chat,factual recall,long,0.05,long,80,0.8179688800126315,-0.2249364115297795,-0.42509202224512904,0.02628530337745275,0.20015561071534954
Qwen1.5-14B-Chat,factual recall,long,0.05,single,80,0.8179688800126315,-0.22949490994215016,-0.2557413036624591,0.018535239810621575,0.026246393720308958
Qwen1.5-14B-Chat,factual recall,long,0.1,long,160,0.8179688800126315,-0.5526178192347289,-0.6703754134476186,0.13845887852587385,0.11775759421288978
Qwen1.5-14B-Chat,factual recall,long,0.1,single,160,0.8179688800126315,-0.4596569705754519,-0.5201371236393849,0.013206204668324487,0.060480153063933006
Qwen1.5-14B-Chat,factual recall,long,0.2,long,320,0.8179688800126315,-0.8283833230845631,-1.0373345013552655,0.05081651646026094,0.20895117827070242
Qwen1.5-14B-Chat,factual recall,long,0.2,single,320,0.8179688800126315,-0.7843322963453829,-0.8440276951839527,0.07774133665248831,0.05969539883856978
Qwen1.5-14B-Chat,factual recall,long,0.3,long,480,0.8179688800126315,-0.9197183767333628,-1.1958127675267558,0.055242251451383756,0.27609439079339304
