model,task,k,rank,n,r_over_n,d_L,d_S,n_collected,reps,rho1,rho_top5,floor,excess
gemma-3-12b-it,verse,0.05,2,64,0.0312,9120,9120,768,3,0.93119,0.727444,0.138765,0.588679
gemma-3-12b-it,verse,0.05,4,64,0.0625,9120,9120,768,3,0.977519,0.775356,0.185847,0.58951
gemma-3-12b-it,verse,0.05,8,64,0.125,9120,9120,768,3,0.98966,0.96143,0.406305,0.555125
gemma-3-12b-it,verse,0.05,16,64,0.25,9120,9120,768,3,0.996481,0.989518,0.726708,0.26281
gemma-3-12b-it,verse,0.05,24,64,0.375,9120,9120,768,3,0.999185,0.997244,0.903189,0.094055
gemma-3-12b-it,verse,0.05,32,64,0.5,9120,9120,768,3,1.0,0.999874,0.993628,0.006246
gemma-3-12b-it,verse,0.05,48,64,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,verse,0.05,64,64,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,verse,0.05,96,64,1.5,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,verse,0.05,128,64,2.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,verse,0.05,2,128,0.0156,9120,9120,768,3,0.944104,0.722406,0.086824,0.635583
gemma-3-12b-it,verse,0.05,4,128,0.0312,9120,9120,768,3,0.973434,0.667286,0.136522,0.530764
gemma-3-12b-it,verse,0.05,8,128,0.0625,9120,9120,768,3,0.989857,0.962003,0.296229,0.665774
gemma-3-12b-it,verse,0.05,16,128,0.125,9120,9120,768,3,0.995166,0.985275,0.524676,0.460599
gemma-3-12b-it,verse,0.05,24,128,0.1875,9120,9120,768,3,0.997282,0.991908,0.68326,0.308647
gemma-3-12b-it,verse,0.05,32,128,0.25,9120,9120,768,3,0.998201,0.995285,0.79241,0.202875
gemma-3-12b-it,verse,0.05,48,128,0.375,9120,9120,768,3,0.99958,0.998862,0.938456,0.060406
gemma-3-12b-it,verse,0.05,64,128,0.5,9120,9120,768,3,1.0,0.999975,0.998487,0.001488
gemma-3-12b-it,verse,0.05,96,128,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,verse,0.05,128,128,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,verse,0.05,2,256,0.0078,9120,9120,768,3,0.934536,0.724087,0.072747,0.65134
gemma-3-12b-it,verse,0.05,4,256,0.0156,9120,9120,768,3,0.9666,0.66696,0.101771,0.565189
gemma-3-12b-it,verse,0.05,8,256,0.0312,9120,9120,768,3,0.985455,0.953723,0.201681,0.752042
gemma-3-12b-it,verse,0.05,16,256,0.0625,9120,9120,768,3,0.992572,0.981211,0.369032,0.612179
gemma-3-12b-it,verse,0.05,24,256,0.0938,9120,9120,768,3,0.994581,0.988153,0.489872,0.498281
gemma-3-12b-it,verse,0.05,32,256,0.125,9120,9120,768,3,0.996491,0.992058,0.580779,0.41128
gemma-3-12b-it,verse,0.05,48,256,0.1875,9120,9120,768,3,0.998165,0.995466,0.722792,0.272674
gemma-3-12b-it,verse,0.05,64,256,0.25,9120,9120,768,3,0.998974,0.997482,0.82324,0.174242
gemma-3-12b-it,verse,0.05,96,256,0.375,9120,9120,768,3,0.999664,0.999256,0.953487,0.045769
gemma-3-12b-it,verse,0.05,128,256,0.5,9120,9120,768,3,1.0,0.999994,0.999595,0.000398
gemma-3-12b-it,verse,0.05,2,384,0.0052,9120,9120,768,3,0.952994,0.702054,0.050443,0.65161
gemma-3-12b-it,verse,0.05,4,384,0.0104,9120,9120,768,3,0.974586,0.652613,0.087798,0.564815
gemma-3-12b-it,verse,0.05,8,384,0.0208,9120,9120,768,3,0.985814,0.946207,0.171534,0.774672
gemma-3-12b-it,verse,0.05,16,384,0.0417,9120,9120,768,3,0.993717,0.979933,0.301792,0.67814
gemma-3-12b-it,verse,0.05,24,384,0.0625,9120,9120,768,3,0.99517,0.986858,0.398649,0.588209
gemma-3-12b-it,verse,0.05,32,384,0.0833,9120,9120,768,3,0.996379,0.990805,0.478488,0.512317
gemma-3-12b-it,verse,0.05,48,384,0.125,9120,9120,768,3,0.997994,0.994595,0.601253,0.393341
gemma-3-12b-it,verse,0.05,64,384,0.1667,9120,9120,768,3,0.99852,0.996429,0.695091,0.301339
gemma-3-12b-it,verse,0.05,96,384,0.25,9120,9120,768,3,0.999243,0.998236,0.8361,0.162136
gemma-3-12b-it,verse,0.05,128,384,0.3333,9120,9120,768,3,0.999673,0.999184,0.92691,0.072274
gemma-3-12b-it,verse,0.05,2,512,0.0039,9120,9120,768,3,0.939173,0.742125,0.049035,0.69309
gemma-3-12b-it,verse,0.05,4,512,0.0078,9120,9120,768,3,0.968028,0.664411,0.075171,0.589241
gemma-3-12b-it,verse,0.05,8,512,0.0156,9120,9120,768,3,0.98577,0.953126,0.149954,0.803172
gemma-3-12b-it,verse,0.05,16,512,0.0312,9120,9120,768,3,0.992708,0.979507,0.266922,0.712584
gemma-3-12b-it,verse,0.05,24,512,0.0469,9120,9120,768,3,0.9942,0.985846,0.34891,0.636935
gemma-3-12b-it,verse,0.05,32,512,0.0625,9120,9120,768,3,0.995933,0.989831,0.415603,0.574227
gemma-3-12b-it,verse,0.05,48,512,0.0938,9120,9120,768,3,0.997702,0.993959,0.524225,0.469733
gemma-3-12b-it,verse,0.05,64,512,0.125,9120,9120,768,3,0.998238,0.995814,0.610853,0.384961
gemma-3-12b-it,verse,0.05,96,512,0.1875,9120,9120,768,3,0.998949,0.997612,0.74594,0.251672
gemma-3-12b-it,verse,0.05,128,512,0.25,9120,9120,768,3,0.999449,0.998649,0.843619,0.15503
gemma-3-12b-it,verse,0.05,2,640,0.0031,9120,9120,768,3,0.937517,0.713839,0.045073,0.668766
gemma-3-12b-it,verse,0.05,4,640,0.0063,9120,9120,768,3,0.965673,0.644389,0.066658,0.577732
gemma-3-12b-it,verse,0.05,8,640,0.0125,9120,9120,768,3,0.986305,0.951522,0.132231,0.819291
gemma-3-12b-it,verse,0.05,16,640,0.025,9120,9120,768,3,0.993132,0.97898,0.240009,0.738971
gemma-3-12b-it,verse,0.05,24,640,0.0375,9120,9120,768,3,0.994331,0.985725,0.312943,0.672782
gemma-3-12b-it,verse,0.05,32,640,0.05,9120,9120,768,3,0.996054,0.989753,0.37276,0.616994
gemma-3-12b-it,verse,0.05,48,640,0.075,9120,9120,768,3,0.997684,0.993821,0.472478,0.521343
gemma-3-12b-it,verse,0.05,64,640,0.1,9120,9120,768,3,0.998287,0.995585,0.554063,0.441522
gemma-3-12b-it,verse,0.05,96,640,0.15,9120,9120,768,3,0.998916,0.997358,0.677163,0.320195
gemma-3-12b-it,verse,0.05,128,640,0.2,9120,9120,768,3,0.999334,0.998315,0.772778,0.225537
gemma-3-12b-it,summarization,0.05,2,64,0.0312,9120,9120,768,3,0.780334,0.591395,0.154166,0.437229
gemma-3-12b-it,summarization,0.05,4,64,0.0625,9120,9120,768,3,0.897689,0.464736,0.207518,0.257218
gemma-3-12b-it,summarization,0.05,8,64,0.125,9120,9120,768,3,0.948709,0.747941,0.408355,0.339586
gemma-3-12b-it,summarization,0.05,16,64,0.25,9120,9120,768,3,0.979818,0.909073,0.736287,0.172786
gemma-3-12b-it,summarization,0.05,24,64,0.375,9120,9120,768,3,0.994743,0.976059,0.915856,0.060203
gemma-3-12b-it,summarization,0.05,32,64,0.5,9120,9120,768,3,1.0,0.998887,0.993927,0.00496
gemma-3-12b-it,summarization,0.05,48,64,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,summarization,0.05,64,64,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,summarization,0.05,96,64,1.5,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,summarization,0.05,128,64,2.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,summarization,0.05,2,128,0.0156,9120,9120,768,3,0.744549,0.550601,0.089159,0.461441
gemma-3-12b-it,summarization,0.05,4,128,0.0312,9120,9120,768,3,0.866347,0.513494,0.139251,0.374243
gemma-3-12b-it,summarization,0.05,8,128,0.0625,9120,9120,768,3,0.924971,0.718942,0.288351,0.43059
gemma-3-12b-it,summarization,0.05,16,128,0.125,9120,9120,768,3,0.952488,0.846903,0.52054,0.326363
gemma-3-12b-it,summarization,0.05,24,128,0.1875,9120,9120,768,3,0.974077,0.909321,0.678969,0.230352
gemma-3-12b-it,summarization,0.05,32,128,0.25,9120,9120,768,3,0.983987,0.947653,0.794205,0.153448
gemma-3-12b-it,summarization,0.05,48,128,0.375,9120,9120,768,3,0.995193,0.986355,0.942215,0.04414
gemma-3-12b-it,summarization,0.05,64,128,0.5,9120,9120,768,3,1.0,0.999653,0.998643,0.001011
gemma-3-12b-it,summarization,0.05,96,128,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,summarization,0.05,128,128,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,summarization,0.05,2,256,0.0078,9120,9120,768,3,0.713767,0.549774,0.065449,0.484325
gemma-3-12b-it,summarization,0.05,4,256,0.0156,9120,9120,768,3,0.856652,0.506479,0.098677,0.407803
gemma-3-12b-it,summarization,0.05,8,256,0.0312,9120,9120,768,3,0.910269,0.681551,0.204695,0.476856
gemma-3-12b-it,summarization,0.05,16,256,0.0625,9120,9120,768,3,0.947572,0.790622,0.373446,0.417176
gemma-3-12b-it,summarization,0.05,24,256,0.0938,9120,9120,768,3,0.961461,0.856992,0.485825,0.371166
gemma-3-12b-it,summarization,0.05,32,256,0.125,9120,9120,768,3,0.968753,0.89458,0.580087,0.314493
gemma-3-12b-it,summarization,0.05,48,256,0.1875,9120,9120,768,3,0.983408,0.938638,0.726249,0.212389
gemma-3-12b-it,summarization,0.05,64,256,0.25,9120,9120,768,3,0.990986,0.964705,0.829287,0.135418
gemma-3-12b-it,summarization,0.05,96,256,0.375,9120,9120,768,3,0.996912,0.991045,0.955552,0.035493
gemma-3-12b-it,summarization,0.05,128,256,0.5,9120,9120,768,3,1.0,0.999947,0.999641,0.000306
gemma-3-12b-it,summarization,0.05,2,384,0.0052,9120,9120,768,3,0.744341,0.580084,0.056156,0.523927
gemma-3-12b-it,summarization,0.05,4,384,0.0104,9120,9120,768,3,0.874521,0.534818,0.083962,0.450856
gemma-3-12b-it,summarization,0.05,8,384,0.0208,9120,9120,768,3,0.908759,0.65683,0.16792,0.48891
gemma-3-12b-it,summarization,0.05,16,384,0.0417,9120,9120,768,3,0.947826,0.774942,0.305526,0.469416
gemma-3-12b-it,summarization,0.05,24,384,0.0625,9120,9120,768,3,0.966882,0.851762,0.401012,0.45075
gemma-3-12b-it,summarization,0.05,32,384,0.0833,9120,9120,768,3,0.971257,0.887017,0.48066,0.406357
gemma-3-12b-it,summarization,0.05,48,384,0.125,9120,9120,768,3,0.981244,0.92966,0.610188,0.319472
gemma-3-12b-it,summarization,0.05,64,384,0.1667,9120,9120,768,3,0.986524,0.949535,0.702926,0.246609
gemma-3-12b-it,summarization,0.05,96,384,0.25,9120,9120,768,3,0.993162,0.97354,0.839632,0.133908
gemma-3-12b-it,summarization,0.05,128,384,0.3333,9120,9120,768,3,0.996201,0.988463,0.929285,0.059178
gemma-3-12b-it,summarization,0.05,2,512,0.0039,9120,9120,768,3,0.745776,0.606955,0.06179,0.545165
gemma-3-12b-it,summarization,0.05,4,512,0.0078,9120,9120,768,3,0.854129,0.521738,0.077839,0.443899
gemma-3-12b-it,summarization,0.05,8,512,0.0156,9120,9120,768,3,0.911098,0.656144,0.147029,0.509115
gemma-3-12b-it,summarization,0.05,16,512,0.0312,9120,9120,768,3,0.938742,0.771106,0.268737,0.502369
gemma-3-12b-it,summarization,0.05,24,512,0.0469,9120,9120,768,3,0.961969,0.84454,0.3521,0.492441
gemma-3-12b-it,summarization,0.05,32,512,0.0625,9120,9120,768,3,0.965521,0.881863,0.423629,0.458234
gemma-3-12b-it,summarization,0.05,48,512,0.0938,9120,9120,768,3,0.975696,0.919219,0.531411,0.387808
gemma-3-12b-it,summarization,0.05,64,512,0.125,9120,9120,768,3,0.982057,0.939094,0.620199,0.318895
gemma-3-12b-it,summarization,0.05,96,512,0.1875,9120,9120,768,3,0.989864,0.961966,0.75047,0.211496
gemma-3-12b-it,summarization,0.05,128,512,0.25,9120,9120,768,3,0.993665,0.976272,0.843457,0.132815
gemma-3-12b-it,summarization,0.05,2,640,0.0031,9120,9120,768,3,0.760459,0.607736,0.039952,0.567784
gemma-3-12b-it,summarization,0.05,4,640,0.0063,9120,9120,768,3,0.84651,0.515847,0.06389,0.451957
gemma-3-12b-it,summarization,0.05,8,640,0.0125,9120,9120,768,3,0.908786,0.651142,0.128743,0.5224
gemma-3-12b-it,summarization,0.05,16,640,0.025,9120,9120,768,3,0.934785,0.775174,0.233692,0.541481
gemma-3-12b-it,summarization,0.05,24,640,0.0375,9120,9120,768,3,0.959151,0.854353,0.311331,0.543022
gemma-3-12b-it,summarization,0.05,32,640,0.05,9120,9120,768,3,0.96445,0.883229,0.373059,0.510169
gemma-3-12b-it,summarization,0.05,48,640,0.075,9120,9120,768,3,0.975113,0.91813,0.474993,0.443137
gemma-3-12b-it,summarization,0.05,64,640,0.1,9120,9120,768,3,0.980611,0.937382,0.55652,0.380862
gemma-3-12b-it,summarization,0.05,96,640,0.15,9120,9120,768,3,0.988968,0.958628,0.680753,0.277875
gemma-3-12b-it,summarization,0.05,128,640,0.2,9120,9120,768,3,0.99195,0.971759,0.778037,0.193722
gemma-3-12b-it,persona,0.05,2,64,0.0312,9120,9120,768,3,0.979374,0.719916,0.142046,0.577871
gemma-3-12b-it,persona,0.05,4,64,0.0625,9120,9120,768,3,0.988053,0.824602,0.209924,0.614677
gemma-3-12b-it,persona,0.05,8,64,0.125,9120,9120,768,3,0.993656,0.959159,0.418642,0.540517
gemma-3-12b-it,persona,0.05,16,64,0.25,9120,9120,768,3,0.997351,0.990576,0.7367,0.253876
gemma-3-12b-it,persona,0.05,24,64,0.375,9120,9120,768,3,0.999409,0.997865,0.907951,0.089914
gemma-3-12b-it,persona,0.05,32,64,0.5,9120,9120,768,3,1.0,0.999982,0.994948,0.005035
gemma-3-12b-it,persona,0.05,48,64,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,persona,0.05,64,64,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,persona,0.05,96,64,1.5,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,persona,0.05,128,64,2.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,persona,0.05,2,128,0.0156,9120,9120,768,3,0.948166,0.610623,0.080519,0.530104
gemma-3-12b-it,persona,0.05,4,128,0.0312,9120,9120,768,3,0.982036,0.794054,0.14144,0.652614
gemma-3-12b-it,persona,0.05,8,128,0.0625,9120,9120,768,3,0.989838,0.955518,0.301972,0.653546
gemma-3-12b-it,persona,0.05,16,128,0.125,9120,9120,768,3,0.993638,0.982683,0.522674,0.460008
gemma-3-12b-it,persona,0.05,24,128,0.1875,9120,9120,768,3,0.995989,0.990358,0.683916,0.306442
gemma-3-12b-it,persona,0.05,32,128,0.25,9120,9120,768,3,0.99761,0.994718,0.798018,0.1967
gemma-3-12b-it,persona,0.05,48,128,0.375,9120,9120,768,3,0.999333,0.99859,0.937564,0.061026
gemma-3-12b-it,persona,0.05,64,128,0.5,9120,9120,768,3,1.0,0.999995,0.998653,0.001342
gemma-3-12b-it,persona,0.05,96,128,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,persona,0.05,128,128,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,persona,0.05,2,256,0.0078,9120,9120,768,3,0.951733,0.565641,0.080339,0.485302
gemma-3-12b-it,persona,0.05,4,256,0.0156,9120,9120,768,3,0.98482,0.875855,0.107275,0.76858
gemma-3-12b-it,persona,0.05,8,256,0.0312,9120,9120,768,3,0.99078,0.953421,0.20583,0.747591
gemma-3-12b-it,persona,0.05,16,256,0.0625,9120,9120,768,3,0.992707,0.979328,0.370303,0.609026
gemma-3-12b-it,persona,0.05,24,256,0.0938,9120,9120,768,3,0.994811,0.986927,0.4962,0.490726
gemma-3-12b-it,persona,0.05,32,256,0.125,9120,9120,768,3,0.996509,0.991077,0.582961,0.408117
gemma-3-12b-it,persona,0.05,48,256,0.1875,9120,9120,768,3,0.997993,0.995096,0.725905,0.269191
gemma-3-12b-it,persona,0.05,64,256,0.25,9120,9120,768,3,0.998658,0.997075,0.828878,0.168197
gemma-3-12b-it,persona,0.05,96,256,0.375,9120,9120,768,3,0.999672,0.999272,0.955181,0.044091
gemma-3-12b-it,persona,0.05,128,256,0.5,9120,9120,768,3,1.0,1.0,0.999746,0.000254
gemma-3-12b-it,persona,0.05,2,384,0.0052,9120,9120,768,3,0.95185,0.608859,0.048603,0.560256
gemma-3-12b-it,persona,0.05,4,384,0.0104,9120,9120,768,3,0.986248,0.885713,0.077955,0.807758
gemma-3-12b-it,persona,0.05,8,384,0.0208,9120,9120,768,3,0.990899,0.954913,0.16401,0.790903
gemma-3-12b-it,persona,0.05,16,384,0.0417,9120,9120,768,3,0.992553,0.980228,0.299337,0.680891
gemma-3-12b-it,persona,0.05,24,384,0.0625,9120,9120,768,3,0.994367,0.98653,0.392522,0.594008
gemma-3-12b-it,persona,0.05,32,384,0.0833,9120,9120,768,3,0.995526,0.990579,0.470722,0.519857
gemma-3-12b-it,persona,0.05,48,384,0.125,9120,9120,768,3,0.996982,0.994133,0.59821,0.395923
gemma-3-12b-it,persona,0.05,64,384,0.1667,9120,9120,768,3,0.997892,0.995897,0.697195,0.298702
gemma-3-12b-it,persona,0.05,96,384,0.25,9120,9120,768,3,0.998917,0.997988,0.837195,0.160793
gemma-3-12b-it,persona,0.05,128,384,0.3333,9120,9120,768,3,0.999515,0.999073,0.930251,0.068822
gemma-3-12b-it,persona,0.05,2,512,0.0039,9120,9120,768,3,0.964414,0.563355,0.048866,0.514489
gemma-3-12b-it,persona,0.05,4,512,0.0078,9120,9120,768,3,0.985101,0.888145,0.07279,0.815355
gemma-3-12b-it,persona,0.05,8,512,0.0156,9120,9120,768,3,0.990714,0.954043,0.143913,0.81013
gemma-3-12b-it,persona,0.05,16,512,0.0312,9120,9120,768,3,0.992565,0.978935,0.261822,0.717113
gemma-3-12b-it,persona,0.05,24,512,0.0469,9120,9120,768,3,0.994143,0.985584,0.34771,0.637873
gemma-3-12b-it,persona,0.05,32,512,0.0625,9120,9120,768,3,0.995508,0.989328,0.414918,0.57441
gemma-3-12b-it,persona,0.05,48,512,0.0938,9120,9120,768,3,0.997133,0.993307,0.526033,0.467274
gemma-3-12b-it,persona,0.05,64,512,0.125,9120,9120,768,3,0.997816,0.995067,0.613095,0.381972
gemma-3-12b-it,persona,0.05,96,512,0.1875,9120,9120,768,3,0.998605,0.997132,0.745292,0.251839
gemma-3-12b-it,persona,0.05,128,512,0.25,9120,9120,768,3,0.999188,0.998322,0.844508,0.153815
gemma-3-12b-it,persona,0.05,2,640,0.0031,9120,9120,768,3,0.970317,0.577926,0.042152,0.535774
gemma-3-12b-it,persona,0.05,4,640,0.0063,9120,9120,768,3,0.987006,0.879233,0.067731,0.811502
gemma-3-12b-it,persona,0.05,8,640,0.0125,9120,9120,768,3,0.991236,0.953563,0.13202,0.821543
gemma-3-12b-it,persona,0.05,16,640,0.025,9120,9120,768,3,0.992724,0.979165,0.234364,0.744801
gemma-3-12b-it,persona,0.05,24,640,0.0375,9120,9120,768,3,0.994086,0.985752,0.312016,0.673736
gemma-3-12b-it,persona,0.05,32,640,0.05,9120,9120,768,3,0.995676,0.989401,0.371554,0.617846
gemma-3-12b-it,persona,0.05,48,640,0.075,9120,9120,768,3,0.996932,0.993338,0.471281,0.522057
gemma-3-12b-it,persona,0.05,64,640,0.1,9120,9120,768,3,0.997694,0.995099,0.553377,0.441722
gemma-3-12b-it,persona,0.05,96,640,0.15,9120,9120,768,3,0.998482,0.996956,0.679716,0.317239
gemma-3-12b-it,persona,0.05,128,640,0.2,9120,9120,768,3,0.999055,0.998007,0.774397,0.22361
gemma-3-12b-it,bias,0.05,2,64,0.0312,9120,9120,768,3,0.717612,0.543943,0.140571,0.403372
gemma-3-12b-it,bias,0.05,4,64,0.0625,9120,9120,768,3,0.937472,0.541364,0.206942,0.334422
gemma-3-12b-it,bias,0.05,8,64,0.125,9120,9120,768,3,0.977699,0.768312,0.404987,0.363325
gemma-3-12b-it,bias,0.05,16,64,0.25,9120,9120,768,3,0.99349,0.939662,0.731193,0.208469
gemma-3-12b-it,bias,0.05,24,64,0.375,9120,9120,768,3,0.999031,0.989734,0.913691,0.076043
gemma-3-12b-it,bias,0.05,32,64,0.5,9120,9120,768,3,1.0,0.999985,0.995369,0.004616
gemma-3-12b-it,bias,0.05,48,64,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,64,64,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,96,64,1.5,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,128,64,2.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,2,128,0.0156,9120,9120,768,3,0.791458,0.543907,0.092633,0.451275
gemma-3-12b-it,bias,0.05,4,128,0.0312,9120,9120,768,3,0.900398,0.51885,0.137863,0.380986
gemma-3-12b-it,bias,0.05,8,128,0.0625,9120,9120,768,3,0.942998,0.725231,0.293443,0.431788
gemma-3-12b-it,bias,0.05,16,128,0.125,9120,9120,768,3,0.976933,0.883024,0.518572,0.364452
gemma-3-12b-it,bias,0.05,24,128,0.1875,9120,9120,768,3,0.986677,0.932483,0.6834,0.249084
gemma-3-12b-it,bias,0.05,32,128,0.25,9120,9120,768,3,0.992554,0.96591,0.798003,0.167907
gemma-3-12b-it,bias,0.05,48,128,0.375,9120,9120,768,3,0.998183,0.992089,0.943718,0.048371
gemma-3-12b-it,bias,0.05,64,128,0.5,9120,9120,768,3,1.0,0.999989,0.998915,0.001074
gemma-3-12b-it,bias,0.05,96,128,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,128,128,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,bias,0.05,2,256,0.0078,9120,9120,768,3,0.807607,0.620717,0.061937,0.55878
gemma-3-12b-it,bias,0.05,4,256,0.0156,9120,9120,768,3,0.884187,0.525845,0.098055,0.42779
gemma-3-12b-it,bias,0.05,8,256,0.0312,9120,9120,768,3,0.937572,0.682566,0.197929,0.484637
gemma-3-12b-it,bias,0.05,16,256,0.0625,9120,9120,768,3,0.967215,0.837768,0.371135,0.466633
gemma-3-12b-it,bias,0.05,24,256,0.0938,9120,9120,768,3,0.974691,0.892626,0.491931,0.400695
gemma-3-12b-it,bias,0.05,32,256,0.125,9120,9120,768,3,0.981856,0.920832,0.587024,0.333808
gemma-3-12b-it,bias,0.05,48,256,0.1875,9120,9120,768,3,0.989279,0.955371,0.727506,0.227865
gemma-3-12b-it,bias,0.05,64,256,0.25,9120,9120,768,3,0.993836,0.974685,0.834776,0.139909
gemma-3-12b-it,bias,0.05,96,256,0.375,9120,9120,768,3,0.999039,0.9959,0.959041,0.036859
gemma-3-12b-it,bias,0.05,128,256,0.5,9120,9120,768,3,1.0,0.999999,0.99976,0.000239
gemma-3-12b-it,bias,0.05,2,384,0.0052,9120,9120,768,3,0.8319,0.601817,0.060695,0.541122
gemma-3-12b-it,bias,0.05,4,384,0.0104,9120,9120,768,3,0.890744,0.52336,0.080126,0.443233
gemma-3-12b-it,bias,0.05,8,384,0.0208,9120,9120,768,3,0.935795,0.675334,0.169757,0.505577
gemma-3-12b-it,bias,0.05,16,384,0.0417,9120,9120,768,3,0.964331,0.826738,0.308492,0.518245
gemma-3-12b-it,bias,0.05,24,384,0.0625,9120,9120,768,3,0.971618,0.884316,0.407781,0.476535
gemma-3-12b-it,bias,0.05,32,384,0.0833,9120,9120,768,3,0.978517,0.907674,0.483755,0.423919
gemma-3-12b-it,bias,0.05,48,384,0.125,9120,9120,768,3,0.986641,0.945488,0.609392,0.336096
gemma-3-12b-it,bias,0.05,64,384,0.1667,9120,9120,768,3,0.990227,0.962434,0.708286,0.254148
gemma-3-12b-it,bias,0.05,96,384,0.25,9120,9120,768,3,0.995591,0.982679,0.849091,0.133587
gemma-3-12b-it,bias,0.05,128,384,0.3333,9120,9120,768,3,0.998213,0.994084,0.93533,0.058754
gemma-3-12b-it,bias,0.05,2,512,0.0039,9120,9120,768,3,0.835047,0.519618,0.053181,0.466437
gemma-3-12b-it,bias,0.05,4,512,0.0078,9120,9120,768,3,0.900082,0.526197,0.074114,0.452083
gemma-3-12b-it,bias,0.05,8,512,0.0156,9120,9120,768,3,0.941133,0.67892,0.145182,0.533739
gemma-3-12b-it,bias,0.05,16,512,0.0312,9120,9120,768,3,0.967068,0.819624,0.265708,0.553916
gemma-3-12b-it,bias,0.05,24,512,0.0469,9120,9120,768,3,0.974081,0.877026,0.351559,0.525467
gemma-3-12b-it,bias,0.05,32,512,0.0625,9120,9120,768,3,0.978874,0.902002,0.42005,0.481952
gemma-3-12b-it,bias,0.05,48,512,0.0938,9120,9120,768,3,0.98496,0.935668,0.528563,0.407105
gemma-3-12b-it,bias,0.05,64,512,0.125,9120,9120,768,3,0.988751,0.951524,0.615849,0.335675
gemma-3-12b-it,bias,0.05,96,512,0.1875,9120,9120,768,3,0.992928,0.971913,0.751683,0.220231
gemma-3-12b-it,bias,0.05,128,512,0.25,9120,9120,768,3,0.996364,0.986037,0.851922,0.134115
gemma-3-12b-it,bias,0.05,2,640,0.0031,9120,9120,768,3,0.857514,0.537713,0.042477,0.495236
gemma-3-12b-it,bias,0.05,4,640,0.0063,9120,9120,768,3,0.903905,0.53401,0.064409,0.469601
gemma-3-12b-it,bias,0.05,8,640,0.0125,9120,9120,768,3,0.941141,0.687005,0.131877,0.555128
gemma-3-12b-it,bias,0.05,16,640,0.025,9120,9120,768,3,0.968327,0.822698,0.236687,0.586012
gemma-3-12b-it,bias,0.05,24,640,0.0375,9120,9120,768,3,0.97631,0.877327,0.312321,0.565006
gemma-3-12b-it,bias,0.05,32,640,0.05,9120,9120,768,3,0.979638,0.899214,0.37482,0.524394
gemma-3-12b-it,bias,0.05,48,640,0.075,9120,9120,768,3,0.986171,0.933115,0.475332,0.457783
gemma-3-12b-it,bias,0.05,64,640,0.1,9120,9120,768,3,0.989239,0.947264,0.556572,0.390693
gemma-3-12b-it,bias,0.05,96,640,0.15,9120,9120,768,3,0.992707,0.967025,0.687756,0.279269
gemma-3-12b-it,bias,0.05,128,640,0.2,9120,9120,768,3,0.995502,0.981407,0.783744,0.197663
gemma-3-12b-it,factual recall,0.05,2,64,0.0312,9120,9120,768,3,0.63005,0.395111,0.148929,0.246181
gemma-3-12b-it,factual recall,0.05,4,64,0.0625,9120,9120,768,3,0.792816,0.428349,0.212617,0.215733
gemma-3-12b-it,factual recall,0.05,8,64,0.125,9120,9120,768,3,0.897337,0.689757,0.409336,0.280421
gemma-3-12b-it,factual recall,0.05,16,64,0.25,9120,9120,768,3,0.956094,0.891055,0.736071,0.154984
gemma-3-12b-it,factual recall,0.05,24,64,0.375,9120,9120,768,3,0.988193,0.971304,0.910716,0.060588
gemma-3-12b-it,factual recall,0.05,32,64,0.5,9120,9120,768,3,1.0,0.998543,0.993726,0.004818
gemma-3-12b-it,factual recall,0.05,48,64,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
