layer,neuron,value
9,13,0.054859087
11,3,0.053483926
12,2,0.10428391
12,9,0.079892695
13,2,0.14083481
13,26,0.056774978
13,33,0.054332532
14,5,0.06452431
14,14,0.0733255
14,34,0.17076546
15,7,0.09083282
15,9,0.06067108
15,14,0.059431456
16,5,0.09947601
16,19,0.058677845
16,23,0.2996234
16,27,0.09620003
16,39,0.05692337
17,18,0.09770996
17,20,0.11814056
17,35,0.5102319
18,10,0.154575
19,30,0.09266335
20,22,0.11830506
20,27,0.30239046
21,39,0.32496947
22,2,0.40205687
22,18,0.053740997
23,8,0.17176758
23,14,0.61173826
23,21,0.16896118
23,32,0.15170258
24,31,0.053047333
25,1,0.2591223
25,28,0.055086154
26,9,0.1274281
26,26,0.052966613
26,34,0.35005736
27,17,0.055539552
27,26,0.27916095
27,30,0.05672577
28,11,0.5529211
28,25,0.10211685
32,37,0.08461973
35,12,0.068299524
37,4,0.4127344
37,21,0.05770859
38,31,0.13596253
