layer,neuron,value
7,16,0.15516266
8,16,0.3108886
14,9,0.11796051
14,10,0.30741486
14,15,0.27387878
15,30,0.39979735
16,8,0.12293884
16,21,0.25904176
17,2,0.4668158
18,24,0.17717041
18,38,0.20442855
19,17,0.1552652
19,38,0.13118477
20,22,0.12512255
20,31,0.117619626
21,10,0.23945434
21,24,0.13231891
21,29,0.16440766
23,24,0.15749711
29,31,1.0547076
34,26,0.11909973
34,30,0.16430084
35,27,0.15377976
36,30,0.1517511
36,36,0.19932136
37,10,0.14146166
37,30,0.2325887
38,22,0.12936372
39,5,0.16282108
39,10,0.11697891
39,37,0.13321762
39,39,0.1277713
40,14,0.14241321
40,19,0.24510926
40,22,0.13981934
40,23,0.1383641
41,1,0.15268905
41,5,0.788925
41,24,0.15024574
41,31,0.12853645
41,32,0.35230905
41,34,0.6993768
42,22,0.11716553
42,29,0.20264985
42,36,0.22172524
43,5,0.274104
43,14,0.11944733
43,17,0.21721283
43,18,0.13032547
43,22,0.16713715
43,30,0.16666432
44,18,0.2641046
44,26,0.18664367
44,30,0.23328064
44,34,0.605083
45,31,0.11854048
45,32,0.19487742
46,1,0.27267152
46,33,0.15870243
47,1,0.17862083
47,3,0.11413967
47,7,0.45951355
48,3,3.6131787
48,39,0.11336044
49,5,0.14214517
49,25,0.50193954
49,28,0.2254567
50,3,0.19623093
50,19,0.16896187
52,18,0.45554253
53,24,0.5301339
57,14,0.1990595
59,11,0.14768615
62,2,0.12880555
62,18,0.21796302
62,36,0.29118934
