layer,neuron,value
0,0,0.11105041
0,1,-0.018016739
0,2,-0.0052955626
0,3,0.6423584
0,4,0.21083497
0,5,-0.08816864
0,6,-0.8147119
0,7,0.090228274
0,8,-0.072024
0,9,0.12546723
0,10,0.019832764
0,11,0.010089416
1,0,-0.14268523
1,1,-0.010606384
1,2,0.15388794
1,3,0.04485779
1,4,-0.9582245
1,5,0.19994506
1,6,-0.26077637
1,7,0.23725528
1,8,0.06563736
1,9,-0.09987156
1,10,-0.13676025
1,11,-0.03215454
2,0,0.050135955
2,1,-0.04217739
2,2,-0.26866913
2,3,-0.23673676
2,4,-0.2267099
2,5,-0.2331787
2,6,0.025493927
2,7,-0.003226471
2,8,-0.015300217
2,9,0.11989746
2,10,0.050139464
2,11,0.27991876
3,0,-0.34628174
3,1,-0.062731326
3,2,0.08325363
3,3,-0.123939745
3,4,-0.13712037
3,5,-0.11548431
3,6,0.14456116
3,7,-0.16336793
3,8,0.025543595
3,9,-0.16881882
3,10,-0.01524353
3,11,-0.05421753
4,0,0.039872438
4,1,0.012738648
4,2,0.28823212
4,3,-0.47996825
4,4,0.19734222
4,5,0.21123962
4,6,0.1367533
4,7,-0.13944794
4,8,0.5118564
4,9,0.16418518
4,10,-0.18818726
4,11,-0.19284973
5,0,-0.054392472
5,1,-0.34379792
5,2,0.019546814
5,3,0.38977578
5,4,-0.08388138
5,5,0.03982086
5,6,-0.21695922
5,7,-0.12334473
5,8,0.13922714
5,9,0.008466111
5,10,-0.4026886
5,11,0.040773466
6,0,0.3089319
6,1,0.5468213
6,2,-0.255165
6,3,0.62063295
6,4,-0.27462983
6,5,-0.16735718
6,6,-0.3862622
6,7,0.80888426
6,8,0.253172
6,9,0.007067261
6,10,0.12722106
6,11,-0.4041601
7,0,-0.9498755
7,1,0.39733943
7,2,0.41827148
7,3,0.18699287
7,4,0.025262756
7,5,0.56636596
7,6,-0.5407765
7,7,-0.12093567
7,8,-0.83711916
7,9,-0.5968408
7,10,-0.3764868
7,11,0.29877898
8,0,-0.85507935
8,1,-0.59739804
8,2,0.7782553
8,3,2.5233178
8,4,-0.11855415
8,5,0.30564454
8,6,0.6503513
8,7,-1.410542
8,8,-0.20723511
8,9,-0.4024109
8,10,-0.7335657
8,11,-1.136778
9,0,0.06294533
9,1,-0.4841028
9,2,-0.369281
9,3,0.57587403
9,4,-0.039693374
9,5,1.504942
9,6,0.94784427
9,7,-0.42875123
9,8,-0.5552011
9,9,-2.3139014
9,10,0.08145638
9,11,-0.2005835
10,0,0.48068208
10,1,-0.9827734
10,2,1.2781836
10,3,0.9717285
10,4,-1.0006818
10,5,1.639668
10,6,0.6944446
10,7,0.6579834
10,8,-0.12842773
10,9,2.643772
10,10,-1.4176855
10,11,-0.36367598
11,0,-0.116691895
11,1,-0.60932374
11,2,-1.7512841
11,3,0.09467285
11,4,-0.6385193
11,5,-0.34733033
11,6,-0.7679816
11,7,0.40560424
11,8,-0.5065036
11,9,1.3482822
11,10,-0.007978516
11,11,-1.7510816
12,0,1.3005676
12,1,1.8120679
12,2,0.7063452
12,3,-0.51384825
12,4,-0.0030517578
12,5,1.2698548
12,6,-1.4640602
12,7,1.7445434
12,8,-1.221748
12,9,-0.2881775
12,10,1.399668
12,11,-1.1920068
13,0,1.0379883
13,1,-0.84417784
13,2,0.8536426
13,3,0.19255494
13,4,-0.90887207
13,5,-0.44247618
13,6,-1.3268151
13,7,-1.206919
13,8,1.0107129
13,9,0.05449341
13,10,0.31866318
13,11,-1.242871
14,0,-0.44991088
14,1,-0.48683167
14,2,1.6336328
14,3,-1.0760596
14,4,-0.9414861
14,5,1.638324
14,6,-0.40358
14,7,1.0161303
14,8,0.048206788
14,9,-1.0814258
14,10,-1.4693427
14,11,0.33401367
15,0,1.0662793
15,1,-0.60884154
15,2,0.15252441
15,3,-3.4836817
15,4,-0.6320337
15,5,0.25428253
15,6,0.20190796
15,7,0.2643701
15,8,-1.1952511
15,9,-0.45736817
15,10,0.667779
15,11,1.9647943
16,0,-0.57203734
16,1,-0.30561647
16,2,5.5417933
16,3,-2.6047266
16,4,0.14663085
16,5,1.5988183
16,6,-4.278545
16,7,1.3762354
16,8,1.4118713
16,9,-0.9176123
16,10,0.72720367
16,11,0.5380615
17,0,-1.7071967
17,1,0.35944948
17,2,-1.8276453
17,3,-0.6190832
17,4,6.1596875
17,5,-0.21665832
17,6,2.8398485
17,7,0.9154901
17,8,0.67121094
17,9,0.78461426
17,10,1.9166894
17,11,0.28963622
18,0,-1.3620666
18,1,1.8824072
18,2,1.129311
18,3,-4.011311
18,4,7.1961718
18,5,2.1777296
18,6,-1.0941528
18,7,1.1776766
18,8,-2.3071241
18,9,-0.33367798
18,10,1.1134143
18,11,1.0616577
19,0,0.60513186
19,1,-1.9650738
19,2,2.1555164
19,3,1.055708
19,4,-0.3233313
19,5,-0.38746032
19,6,-0.07028565
19,7,0.2670807
19,8,0.3403583
19,9,-1.1749487
19,10,-0.4101245
19,11,0.5735025
20,0,0.75550413
20,1,-0.689397
20,2,5.2894607
20,3,0.48269746
20,4,1.7319874
20,5,-1.0638037
20,6,-0.06356995
20,7,-0.061244506
20,8,0.72620606
20,9,0.16537842
20,10,2.2983656
20,11,0.11458924
21,0,-1.6594434
21,1,0.10661255
21,2,1.1069702
21,3,-0.19128907
21,4,-0.04930336
21,5,-0.1589444
21,6,-0.054624025
21,7,-0.23982789
21,8,-0.39342773
21,9,0.41026732
21,10,0.8560254
21,11,-0.30636597
22,0,-0.3587323
22,1,-0.2850093
22,2,-0.20910645
22,3,0.021150284
22,4,-0.17645477
22,5,-0.44697145
22,6,0.56366885
22,7,-0.3872113
22,8,-0.13815902
22,9,1.2045497
22,10,0.9256046
22,11,0.3425537
23,0,1.0624816
23,1,-4.605547
23,2,4.3235545
23,3,0.35708344
23,4,-0.8350714
23,5,-0.008909073
23,6,0.11989685
23,7,-0.045321655
23,8,0.37735778
23,9,0.05886902
23,10,0.06570526
23,11,-0.062168695
24,0,1.2799317
24,1,-0.88651186
24,2,1.1808838
24,3,0.22225372
24,4,-0.7272705
24,5,0.15621643
24,6,2.0321949
24,7,-0.046737213
24,8,-0.39060485
24,9,-0.23013367
24,10,-0.12716614
24,11,-0.07474388
25,0,-0.041671142
25,1,-0.06799957
25,2,-0.34477967
25,3,0.16024902
25,4,-0.8080548
25,5,-0.4418268
25,6,0.62166345
25,7,-0.35255614
25,8,0.6560031
25,9,-0.06320404
25,10,-0.25396606
25,11,0.1211557
26,0,0.077009276
26,1,-0.043035433
26,2,0.024300003
26,3,-0.5838745
26,4,0.112431146
26,5,-0.8844446
26,6,0.7904352
26,7,0.47290772
26,8,-0.70983887
26,9,0.08368042
26,10,-0.139375
26,11,0.19090149
27,0,0.5816895
27,1,-1.0357202
27,2,0.50792235
27,3,-0.12282669
27,4,-0.2980774
27,5,0.4549695
27,6,0.5750983
27,7,0.21379882
27,8,-0.086586304
27,9,0.47284973
27,10,0.5849097
27,11,0.105550535
28,0,0.18720871
28,1,0.26516876
28,2,0.03221077
28,3,0.5044873
28,4,-0.11393677
28,5,0.2687863
28,6,-0.0009654236
28,7,1.5858814
28,8,-0.5097339
28,9,0.74226046
28,10,0.2526422
28,11,0.46509644
29,0,0.104505084
29,1,-0.4438836
29,2,0.07192917
29,3,-0.25909546
29,4,-0.6236487
29,5,-0.5657193
29,6,0.026953125
29,7,5.5541994e-05
29,8,0.5913132
29,9,0.013884583
29,10,0.25670362
29,11,0.18862915
30,0,0.14589912
30,1,-0.26899475
30,2,0.15979248
30,3,0.30187073
30,4,-0.14129166
30,5,-1.4245914
30,6,0.66530883
30,7,0.35808128
30,8,0.2931769
30,9,0.044159204
30,10,0.021317672
30,11,-0.059072115
31,0,-0.4012387
31,1,0.14115356
31,2,-1.296687
31,3,0.19561034
31,4,-0.06379883
31,5,0.27644044
31,6,0.456303
31,7,-1.0716709
31,8,-0.035668947
31,9,0.13843384
31,10,0.20654725
31,11,0.15132706
32,0,0.29915467
32,1,0.3426538
32,2,-0.29380462
32,3,0.18670532
32,4,-0.22996216
32,5,-0.045658875
32,6,0.0375885
32,7,-0.6452191
32,8,0.5254816
32,9,-0.17769775
32,10,-0.15725799
32,11,-0.09065308
33,0,0.5579895
33,1,-0.8935034
33,2,0.039138183
33,3,-0.036805667
33,4,0.7176868
33,5,0.20396607
33,6,-0.042119753
33,7,0.07103195
33,8,-0.3935852
33,9,-0.078570865
33,10,0.025187682
33,11,1.9870431
34,0,-0.021905517
34,1,0.027957
34,2,0.03715622
34,3,-0.23724365
34,4,3.4944336
34,5,-0.29676545
34,6,-0.64227235
34,7,-0.08341327
34,8,-0.007507629
34,9,-0.043914985
34,10,0.15580383
34,11,-0.22618164
35,0,-0.21224609
35,1,0.00021009445
35,2,-0.12400696
35,3,0.63064456
35,4,0.13197388
35,5,-0.27127594
35,6,-0.28320846
35,7,0.05024748
35,8,-0.19755417
35,9,0.084945105
35,10,0.48724976
35,11,-0.21197358
36,0,0.11406402
36,1,0.18246582
36,2,0.23363824
