layer,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
21,-0.18262208,0.34621215,0.16326067,-1.5758088,5.049175,-0.15994446,-0.3814261,-0.14624695,0.097387694,0.5921628,-1.4755664,0.6986096,0.26566955,-1.5546337,-4.888623,0.4450403,-0.024505004,0.018414916,-0.23165283,-1.0237458,-0.14754479,0.7298567,-0.6808447,-0.29979402,0.98261964,0.5362488,0.5341089,-0.97252077,0.58114505,0.7738617,0.048563614,0.28807557,-0.19933578,-0.43325987,8.48875,2.7884083,-0.68026304,-0.13471237,2.3612745,1.4432611
22,-0.9213293,0.7386243,2.1963642,-2.1214135,-0.3327417,-0.58889407,-0.1061293,0.59262604,0.04783371,1.9590222,0.25301453,-0.32576478,0.06826538,0.48247924,0.20596802,0.026759034,0.49649292,2.4324439,0.30106232,0.9515381,-0.08423401,0.03995117,-0.12930863,-0.04083862,-1.1265308,0.9577832,-0.2104892,-1.1969702,-0.08297333,-0.10231445,-1.4790617,-0.033790283,0.11327116,0.09763138,-0.56144655,1.1525134,3.592666,-0.10628052,0.18589813,-1.2768384
23,0.19400147,-0.36306703,0.20143677,-0.2248584,-0.04328125,0.32321838,0.060522765,-0.018992577,-0.20937744,0.23514405,-0.0943924,1.6385962,0.29190978,-2.2689257,0.097473755,2.0161035,0.08742798,0.5066811,-0.014489822,-0.11945282,0.03806125,0.11848144,-0.10000175,0.06443615,1.4394263,0.5274628,-0.88364255,1.546002,0.2059845,0.22634529,0.048793945,0.20312011,-4.1029687,2.3375463,0.18587036,0.10040518,0.057324983,0.21945068,0.07777862,0.57152766
24,0.40443847,-0.42283753,0.05626396,-0.096665956,0.004048767,-0.17350975,0.13583007,0.017022476,0.113549806,1.1175293,0.031114388,-0.089456536,-0.47201416,0.10002228,-0.011073599,-0.26334473,3.4942932,-0.026191406,-0.2834767,0.49873984,0.5086755,0.045248106,-3.4795313,-10.230547,0.028068848,0.04771515,0.55305207,0.042511597,0.2221875,0.12604553,-0.08636162,0.935896,0.094177246,1.4844791,-0.02628479,-0.8275793,1.1504577,-0.068606265,0.0068919896,0.12866463
25,0.01861208,0.27689087,-0.09307861,-0.5015292,0.60741335,-0.281268,-0.36339477,1.0606592,0.6032248,-1.3463501,-0.29712456,0.013852005,-0.017615547,-0.24561158,0.38562256,0.4659497,0.02079773,0.09482269,0.20569763,0.5897972,0.06560761,-0.6034842,0.20623107,0.110681765,-0.95264834,0.2063617,-0.17195785,0.3142688,0.014949951,0.11930176,0.42191315,0.24629425,0.8398508,-1.8927149,0.029690247,-1.7696971,-0.104369506,0.010781097,1.7072492,0.20829743
26,-0.05755005,-1.6131678,-1.9845362,-0.73348635,0.14745727,-0.06722351,0.0384375,0.06466187,0.32231018,0.015759163,-1.5272266,-0.014302978,1.1337268,0.08420471,0.15711083,0.9333069,-0.113236696,0.3125293,-0.32874963,0.1164064,-0.007731533,-0.066156924,-0.021276474,1.8483282,0.08388107,-0.006397934,-0.05605713,-0.09718109,0.632146,0.19270317,-0.2603366,0.16822419,-0.059394684,-0.09555763,-0.015367584,-0.017811585,-0.011216011,0.08019821,0.15021728,0.75101686
27,-1.0904613,0.42855966,0.11101685,-0.3816761,0.031200256,0.31868088,0.84914064,0.09276401,0.12325775,-1.0732557,0.048992462,0.23483582,0.21721222,0.15634644,-0.0020175935,0.21054077,-0.0077374266,0.0049676513,0.11087646,0.054059755,0.037069023,0.11846985,-0.058186036,0.1133902,0.02041298,0.7969792,0.39239502,-0.28452882,-0.28505355,-0.0742775,0.07305451,-0.14217164,0.030749016,1.2506714,0.46995223,0.23756042,-0.036595076,1.1674439,0.16340087,-0.606615
28,-0.15939942,0.18532105,-0.007401733,0.17197753,0.004562416,-0.33425355,0.44356078,-0.083251804,-0.12925118,-0.053402975,-0.07147003,-0.14435478,-0.32967773,0.046433717,0.23918685,-0.38193786,-0.16271271,-0.008015266,0.08347885,0.10252846,-0.33236635,0.3091797,-0.021796875,0.06111653,-0.29728395,-0.3613611,0.1305786,-0.036447752,-0.17428315,0.030397644,-0.050186843,0.015190811,-0.007545433,0.76942873,0.71786344,0.22739014,-0.039662935,-0.032780763,0.11716247,-0.15313187
29,-0.033485718,0.3846363,0.06655607,-0.0073727416,0.6026807,0.0010955429,-0.17352256,0.027550831,-0.22273377,-0.5438745,0.2526242,-0.14650635,0.64175063,0.11453724,-0.115448,-0.04241516,0.047128905,-0.119282685,0.0022476197,-0.118235625,0.081776276,0.011637821,0.016748047,0.09229309,-0.16676636,0.041491088,0.032420654,0.0063919066,0.13415039,0.0009589291,-0.024934769,0.5234547,0.012044963,0.40918517,0.2236078,0.07446922,0.09521332,-0.046869773,0.19203614,0.06353531
30,-0.05839035,0.03864929,0.0902887,-1.2498727,-0.08009155,-0.6998013,-0.009220486,0.10154388,0.04029999,-0.0390131,0.5985617,0.105220795,-0.045433808,-0.068517454,-0.0011105346,-0.17102173,0.30179444,0.16513649,0.3357785,-0.76121706,0.076842956,2.148169,-0.03355362,0.33596587,0.3585971,-0.34284577,-0.006745491,0.19851929,0.41981047,-0.054833222,0.09317612,0.006477251,0.11728485,0.09501236,-0.026029663,0.058173694,0.032807473,0.15081726,0.055040892,0.019347992
31,-0.058161926,-0.19085938,-0.03972679,0.1605426,-0.0006705666,0.41268554,-0.044996947,0.4124925,0.2659155,0.093860775,0.029688722,-0.07501312,-0.056464538,-0.27305353,-0.42345336,1.188107,-1.2243038,-0.12367981,0.0028625869,-0.010002813,0.007164135,-0.017853165,0.28062987,-0.17742707,0.026937714,-0.66202515,0.42625976,0.006402607,-0.12317505,-0.010698013,-0.02699951,0.21668395,0.0534194,0.08465271,-0.021722106,0.18755615,-0.005997009,0.012661438,0.04748932,-0.02221588
32,-0.01319603,-0.10939087,-0.017467232,0.26366973,0.016832694,-0.12879394,0.080131836,-0.008319702,-0.04503906,0.07613236,0.052190624,0.40672943,-0.0126081845,0.17477906,0.057520524,0.04167671,0.005395279,0.0072523546,-0.024545565,-0.81494504,-0.008732567,0.43187973,-0.013125773,-0.0728949,-0.0047535705,-0.14707786,0.20733322,0.0032964326,0.27889282,0.26799104,0.35230714,0.2712036,0.8020947,0.024088593,0.0036356736,0.014263916,0.21404663,-0.12534973,-0.24085084,0.2182167
33,0.12474625,0.009847107,-0.15058427,-0.22565308,-0.07747681,-0.3766809,0.09805786,-0.0616037,-0.031009788,0.02747467,-0.32107642,-0.032418367,0.31512558,0.08293579,-0.111110836,-0.032708436,-0.114221804,0.09929779,0.8998738,0.030676575,0.009144135,0.0034074401,0.07269409,0.0026185226,-0.1540274,0.0019786071,-0.26726317,-0.8970743,-0.5615625,-0.020811768,0.066443786,0.034311067,0.026193772,-0.17448242,-0.05624939,-0.18534271,-0.211745,0.084134296,-0.020234374,-0.4703711
34,-0.074154966,-0.013360595,0.10694031,-0.42544922,0.42890015,-0.0063305665,-0.12721473,-0.7677887,0.013933715,0.06048523,-0.08431152,-0.21257477,-0.7183141,-0.057652283,-0.054236107,-0.59245974,0.003416834,0.11780647,0.07965172,-0.00742033,0.18807206,-0.08433243,-0.0054878234,-0.00901125,0.12690857,-0.02555067,-0.0016488862,0.10188416,-0.0011134339,0.09446045,-0.0467218,-0.17224593,0.1332788,1.3494779,-0.06536621,-0.36713165,0.013699437,-0.16748719,0.20972595,-0.020875854
35,-0.5925781,-0.85803956,-0.6697742,-0.3922412,-0.116702884,-0.01955677,-0.07790924,-0.102979735,0.25119185,-0.2363234,0.083729856,-0.0037850952,0.22506103,0.0718396,-0.38344237,-0.14150634,0.025628204,0.31643066,-0.14129639,-0.0039031315,-0.08693283,-0.006484394,-0.2382196,-0.014470062,-0.05718628,-0.007996979,-0.016269531,-0.04809036,-0.16738525,0.022566224,0.04624077,-0.02788208,0.3531767,0.02274887,-0.031780243,-0.074210815,-0.10238449,-0.08009522,0.16621399,-0.074171446
36,-0.09176666,-0.0050463867,-0.0100558475,-0.01943634,-0.01398788,-0.1377919,-0.0034408951,-0.107985534,-0.122929685,-0.0017564201,-0.030893821,0.005065918,0.05893799,-0.047250975,0.120436095,-0.024668884,0.05975769,-0.120928496,0.14758453,0.15134183,-0.26137084,0.122234955,-0.1670166,-0.018738747,0.037254713,-0.014897003,-0.06520996,-0.15242234,0.38971496,0.24346381,0.014713096,0.0380101,-0.43879882,0.98631716,0.84219605,0.016991882,0.09248856,-0.07441467,-0.049167175,0.013814497
37,0.022659607,0.00022425175,0.13069427,0.009217682,0.0632045,-0.068513185,0.0010609436,-0.0009915066,-0.032252196,-0.32216063,0.013647309,-0.047790833,0.012867432,-0.75203127,0.004787598,0.7657809,-0.14144287,0.10397476,-0.010603218,0.25431916,-0.030227624,0.025084037,0.038527776,-0.0003755188,0.20284423,0.043243658,-0.010002213,-0.89717287,-0.12873474,-0.0039042663,0.15064453,-0.14661689,0.052650604,-0.11153137,-0.10928467,0.08562622,-0.0112757115,0.008186855,-0.044581488,-0.006873169
38,0.75171816,-0.13468322,0.0052261353,0.0046250913,-0.0013115442,-0.09310913,0.063964464,-1.145886,-0.3263095,-0.17978302,-0.0036431884,0.11679993,0.2131134,0.008433533,0.0034337998,-0.035621796,0.13185059,-0.03536415,-0.51934415,-0.5413303,0.03598897,-0.0009495163,-2.2239685e-05,-0.0137762455,-0.34478456,-2.3966944,-0.26447082,-0.04262756,0.0056962585,0.017811393,0.0016065979,-0.0016158676,-0.019140625,-0.17466308,-0.003033142,-0.008550415,0.03816101,-0.013713608,0.018436126,-0.39521667
39,-0.21995667,-1.5558081,0.036128465,-0.36911315,-0.47103027,0.12409401,-1.5483398,0.10989013,-0.12372494,-0.72001284,0.07456108,-0.1144751,-1.3539575,0.33402956,-0.123937376,-0.522012,0.0063394164,-0.3285022,-0.014368286,-0.2509677,0.12619872,0.7538135,-1.0787219,-0.02664978,-0.095580295,-1.2640918,-0.0410503,-0.04531147,-0.5130627,0.34836426,-0.062183227,-0.03854988,-0.4083496,-0.17219757,-0.5431941,-0.055288695,0.01469757,-0.33501312,0.44670197,-0.5449707
