layer,neuron,value
11,11,2.345547
12,2,9.122734
12,5,3.5600977
13,6,4.0206347
13,14,2.9516435
15,0,2.8924024
16,10,2.9288282
16,12,4.5934377
17,12,6.5872607
18,0,6.9694533
18,2,5.6776075
18,4,6.6711717
18,5,3.239043
18,12,2.8787696
18,15,2.9113038
19,0,4.524082
19,6,5.271597
19,7,4.6884375
19,8,2.3566015
19,15,2.9103866
20,0,14.719063
20,4,25.167187
20,8,2.491367
20,10,5.4014063
21,0,5.9068394
21,2,9.090196
21,3,17.579218
21,5,3.2922778
21,8,5.6716404
21,10,2.3689845
21,13,3.303203
21,14,10.126806
22,3,3.4541454
22,5,10.870313
22,11,2.810381
22,12,3.6735547
22,15,17.724688
23,6,22.959375
23,8,3.691465
23,9,12.199688
23,14,4.967383
24,2,3.258633
24,5,11.2764845
24,9,11.531953
24,11,4.4495215
24,12,18.4125
24,13,2.8814843
24,14,2.6566405
25,1,2.849624
25,3,2.4545898
25,7,35.156876
25,9,2.387461
25,11,3.690664
25,13,3.8183985
26,5,5.8261523
26,8,12.704375
27,0,2.7405958
27,3,7.42508
27,9,5.7031345
28,3,2.5972168
28,7,3.1905372
28,15,2.6694512
29,6,5.0735936
30,13,10.248086
30,15,6.081133
31,9,4.4814844
31,10,2.5606835
32,11,3.1783252
33,4,2.821953
33,5,5.22668
36,1,6.870625
41,10,3.0083594
43,3,5.1699367
44,1,2.7827637
45,10,4.7787404
47,8,3.950625
