layer,neuron,value
16,1,0.103557736
16,5,0.104934596
16,7,0.09642927
16,8,0.12634483
16,13,0.1009108
16,21,0.12671486
16,24,0.11121887
16,33,0.12131819
17,1,0.119916
17,3,0.09694443
17,4,0.10336872
17,8,0.11585953
17,13,0.13500732
17,14,0.120245054
17,23,0.11844711
17,30,0.13892516
17,31,0.10526123
17,32,0.14513808
17,37,0.14937763
18,1,0.11174499
18,3,0.16366544
18,4,0.10559767
18,7,0.14190994
18,17,0.127491
18,19,0.09971516
18,24,0.09929416
18,28,0.11552872
18,33,0.10918896
18,36,0.10536781
19,2,0.102095716
19,7,0.10740799
19,13,0.10091301
19,16,0.0979742
19,19,0.12280404
19,20,0.10702911
19,28,0.12222229
19,39,0.099871084
20,5,0.11349502
20,11,0.15923977
20,19,0.09604492
20,27,0.12638038
23,29,0.09928909
23,30,0.10429039
23,37,0.09770813
24,18,0.10083404
24,25,0.096909106
24,30,0.0985141
24,33,0.10046051
