layer,neuron,value
0,0,-0.34172425
0,1,-0.3758655
0,2,0.06281311
0,3,0.6551416
0,4,-0.05472542
0,5,0.13093048
0,6,-0.88331544
0,7,0.34105712
0,8,0.31955445
0,9,-0.21002403
0,10,0.06823822
0,11,-0.17207184
1,0,-0.28817993
1,1,-0.26422364
1,2,-0.8914844
1,3,0.40434417
1,4,-0.45050445
1,5,0.6450561
1,6,0.042073976
1,7,0.38764098
1,8,0.56318754
1,9,0.5577783
1,10,0.71515566
1,11,0.58878356
2,0,0.49497712
2,1,-0.007936783
2,2,0.14927734
2,3,-0.2920636
2,4,-0.035526734
2,5,-0.04798828
2,6,-0.2367572
2,7,-0.8691803
2,8,0.32380798
2,9,-0.4009778
2,10,-0.00756958
2,11,-0.099796444
3,0,-0.6003671
3,1,-0.40973708
3,2,-0.2745935
3,3,0.019912109
3,4,-0.18748932
3,5,-0.24731568
3,6,-0.055849455
3,7,-0.14420746
3,8,0.33918822
3,9,-0.16231689
3,10,-0.08241821
3,11,0.22846405
4,0,1.4785888
4,1,0.059633788
4,2,-0.42625245
4,3,-1.8763623
4,4,-0.09573242
4,5,0.3640216
4,6,-0.54739016
4,7,-0.00082580565
4,8,0.021862794
4,9,-0.1903399
4,10,-0.14655045
4,11,-0.19427711
5,0,0.002919922
5,1,-1.1587646
5,2,-0.08394898
5,3,0.30625153
5,4,-0.3450757
5,5,0.78615904
5,6,0.04434082
5,7,1.2639557
5,8,-0.47603992
5,9,0.9735498
5,10,1.355835
5,11,0.10702027
6,0,-0.9376831
6,1,0.3312866
6,2,-0.7946692
6,3,-0.28743896
6,4,0.2962047
6,5,-0.28775185
6,6,0.6528375
6,7,0.05788147
6,8,-0.5038785
6,9,-0.50506747
6,10,-2.2648332
6,11,-0.24712646
7,0,3.8584766
7,1,-2.4693067
7,2,-0.18028076
7,3,2.5704248
7,4,0.81054807
7,5,-1.4836541
7,6,-2.5404565
7,7,0.18296753
7,8,-0.017080078
7,9,0.16330384
7,10,5.5971484
7,11,0.23201019
8,0,-1.1306119
8,1,-1.5353223
8,2,0.6357845
8,3,1.4776697
8,4,1.3351276
8,5,-0.0934816
8,6,3.1711743
8,7,0.1972168
8,8,1.0403442
8,9,-0.87864256
8,10,1.9637989
8,11,-2.279651
9,0,0.11759094
9,1,0.5916116
9,2,-1.0312204
9,3,0.38080567
9,4,-0.4910266
9,5,-0.47237793
9,6,0.7371436
9,7,-0.18452026
9,8,7.153818
9,9,0.41395447
9,10,-0.4346361
9,11,-2.1008496
10,0,0.027792206
10,1,0.08816773
10,2,0.4923523
10,3,1.0133796
10,4,-1.0792919
10,5,-1.2654276
10,6,1.7626709
10,7,0.7696216
10,8,1.8085865
10,9,0.06287231
10,10,0.10379516
10,11,-0.9888391
11,0,-0.2172618
11,1,-0.80594724
11,2,-1.720542
11,3,1.873551
11,4,-2.3406494
11,5,0.035439454
