model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,w_rf,0.5,0.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,w_rf,1.0,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.01,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.03,0.02,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.05,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.07,0.32,5.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.09,0.94,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.1,0.9,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.5,1.0,8.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,1.0,1.0,2.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.01,0.04,6.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.03,0.02,6.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.05,0.04,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.07,0.1,5.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.09,0.16,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.1,0.22,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.5,0.86,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,1.0,0.94,6.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.01,0.88,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.03,1.0,6.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.05,0.94,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.07,1.0,8.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.09,1.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.1,1.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,0.5,1.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,single,wo_rf,1.0,1.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.01,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.03,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.05,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.07,0.02,5.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.09,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.1,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.5,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,1.0,0.0,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.01,0.04,4.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.03,0.0,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.05,0.02,6.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.07,0.1,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.09,0.18,8.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.1,0.12,8.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.5,0.02,5.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,1.0,0.1,2.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.01,0.18,5.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.03,0.02,4.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.05,0.02,2.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.07,0.02,1.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.09,0.04,1.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.1,0.1,1.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,0.5,0.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,w_rf,1.0,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.01,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.03,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.05,0.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.07,0.32,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.09,0.6,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.1,0.7,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.5,1.0,10.0
Qwen1.5-14B-Chat,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,1.0,1.0,8.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.01,0.04,4.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.03,0.0,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.05,0.02,6.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.07,0.1,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.09,0.32,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.1,0.66,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.5,0.96,10.0
OLMo-2-1124-13B-DPO,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,1.0,0.98,5.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.01,1.0,8.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.03,1.0,8.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.05,0.96,4.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.07,1.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.09,1.0,4.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.1,1.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,0.5,1.0,10.0
vicuna-13b-v1.5,from_sycophancy-single_to_non-sycophantic,atp,steer,long,long,wo_rf,1.0,1.0,10.0
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,single,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,single,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,single,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,single,long,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,single,long,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,single,long,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,w_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,w_rf,1.0,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.01,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.03,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.05,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.07,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.09,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.1,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,0.5,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,w_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,single,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,single,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,single,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,w_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,w_rf,1.0,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.01,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.03,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.05,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.07,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.09,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.1,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,0.5,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,w_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-long_to_prose,atp,steer,long,long,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-long_to_prose,atp,steer,long,long,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-long_to_prose,atp,steer,long,long,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,single,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,single,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,single,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,single,long,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,single,long,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,0.5,,
