layer,neuron,value
0,0,0.00035910757
0,8,0.001263504
0,10,0.00049715996
0,11,0.0012467909
0,13,0.0008017266
0,14,0.00052012445
0,18,0.0010409856
0,21,0.009514084
0,22,0.0016751623
0,24,0.00027985455
0,26,0.003830986
0,29,0.010413628
1,0,0.00036933646
1,1,0.010640716
1,2,0.012129898
1,5,0.01958374
1,8,0.0002803798
1,11,0.005327516
1,14,0.002966833
1,18,0.004978302
1,21,0.0010361779
1,22,0.0015424284
1,23,0.001662209
1,25,0.0048457338
1,26,0.017937165
1,28,0.00286026
1,29,0.0034098625
1,33,0.0028787137
1,34,0.00088404416
1,38,0.00030784696
2,0,0.0016534806
2,1,0.00035327888
2,2,0.0019060278
2,4,0.0040612696
2,5,0.0028376156
2,8,0.0003864181
2,16,0.002791729
2,22,0.0031820869
2,27,0.0009269196
2,29,0.004155202
2,31,0.0009356737
3,0,0.0011408615
3,2,0.0005365771
3,4,0.0051867105
3,7,0.13020508
3,10,0.0069419383
3,12,0.0054229544
3,13,0.00047308952
3,17,0.0015091205
3,20,0.0040285494
3,21,0.0017370415
3,22,0.0039935303
3,23,0.0020891952
3,24,0.00047392756
3,25,0.0011031628
3,26,0.0012305904
3,27,0.0011849833
3,28,0.002590897
3,29,0.0010117197
3,30,0.023232726
3,32,0.011395034
3,35,0.02293375
3,38,0.0058087064
4,0,0.0018140983
4,1,0.00069775345
4,3,0.0054462575
4,6,0.0041906834
4,8,0.004473953
4,9,0.00069577934
4,10,0.00066339254
4,11,0.0009013468
4,12,0.005429468
4,13,0.001646943
4,14,0.0002969724
4,17,0.0033144879
4,21,0.01507637
4,22,0.0046120454
4,23,0.0005235228
4,25,0.05716522
4,27,0.00068498135
4,28,0.00061555323
4,32,0.00038784026
4,34,0.021743469
4,36,0.0007903874
5,1,0.0010274828
5,4,0.0009736204
5,6,0.004438362
5,7,0.0012659049
5,8,0.016712647
5,9,0.002907591
5,11,0.038131103
5,12,0.0013465047
5,20,0.005321884
5,21,0.0017748141
5,25,0.007822761
5,26,0.0007485843
5,27,0.0006491196
5,28,0.0035825395
5,29,0.0008399868
5,32,0.025384827
5,34,0.001849389
5,35,0.00031406461
5,36,0.0011717534
5,37,0.001140331
6,3,0.0009426165
6,4,0.005341396
6,6,0.012946167
6,8,0.0034201765
6,9,0.0016108442
6,10,0.015522194
6,11,0.01824585
6,15,0.00072864234
6,16,0.034855347
6,17,0.004409686
6,18,0.00053933857
6,19,0.00083102944
6,20,0.00034493924
6,25,0.01872284
6,37,0.03029709
6,38,0.0006416297
7,0,0.0010177994
7,4,0.0015253329
7,6,0.0052994536
7,7,0.0010590171
7,11,0.0023279549
7,13,0.004926739
7,16,0.016922608
7,17,0.006890793
7,18,0.0020335389
7,19,0.014459228
7,21,0.0011269664
7,26,0.00596962
7,27,0.0021111893
7,28,0.006464577
7,32,0.011111192
7,33,0.0005230665
7,36,0.0031259155
7,38,0.0017165589
7,39,0.00220994
8,0,0.0016812896
8,1,0.008309021
8,2,0.0136721805
8,5,0.005919037
8,7,0.0029166795
8,8,0.014276199
8,10,0.0012835574
8,11,0.0028091574
8,12,0.0032374572
8,14,0.00475502
8,15,0.073288575
8,16,0.0038803483
8,18,0.004329948
8,21,0.0007719791
8,27,0.0013152945
8,29,0.01241848
8,31,0.0010253888
8,33,0.005900192
8,34,0.0021678852
8,35,0.00072080106
8,37,0.0021121472
9,0,0.0007515341
9,1,0.012843413
9,5,0.02243988
9,7,0.010298784
9,8,0.008378296
9,11,0.008144837
9,14,0.022910766
9,15,0.011631886
9,17,0.004838915
9,18,0.05387024
9,19,0.00091027736
9,20,0.0016143465
9,21,0.010439067
9,26,0.11405029
9,29,0.0042237663
9,30,0.005577469
9,31,0.00092025456
9,32,0.00031336368
9,36,0.015089721
9,37,0.0053488924
9,38,0.0045360564
10,0,0.036661606
10,3,0.008356857
10,4,0.004236207
10,8,0.011688697
10,10,0.00234725
10,11,0.0012992466
10,12,0.0056486176
10,17,0.0013235664
10,18,0.009433975
10,21,0.0074219513
10,22,0.0006431842
10,23,0.006076679
10,25,0.00799406
10,26,0.019241905
10,29,0.00035365103
10,30,0.010211668
10,33,0.0008176577
10,36,0.025387421
10,37,0.002979603
10,38,0.0013035822
10,39,0.02003418
11,0,0.0004550123
11,1,0.0065989587
11,2,0.01829402
11,3,0.0017953205
11,4,0.028689118
11,8,0.022615662
11,13,0.00631382
11,17,0.014413643
11,21,0.0389917
11,24,0.004417275
11,25,0.034102324
11,26,0.0028620148
11,28,0.0023785876
11,35,0.0026879907
11,36,0.011551762
11,37,0.00033392428
12,0,0.011136837
12,2,0.0010256767
12,5,0.0009759426
12,12,0.017769165
12,13,0.011270103
12,14,0.012915344
12,15,0.0069470024
12,19,0.006271133
12,22,0.0123234745
12,23,0.0051443577
12,30,0.0153382495
12,32,0.027103614
12,36,0.024480209
12,37,0.005602293
12,39,0.008337088
13,0,0.029888153
13,1,0.031418763
13,3,0.0073827077
13,8,0.003459778
13,9,0.0015983486
13,10,0.05128376
13,12,0.0065994263
13,17,0.018168945
13,19,0.004658852
13,21,0.009889526
13,22,0.039661985
13,23,0.031418685
13,25,0.0016749668
13,28,0.026412964
13,29,0.003553877
13,34,0.012777405
13,36,0.017680435
13,37,0.0337677
13,38,0.0010799527
14,1,0.019416045
14,2,0.017327651
14,3,0.0063837217
14,4,0.007328796
14,8,0.016904907
14,9,0.009102869
14,11,0.007841405
14,12,0.13657105
14,14,0.013844623
14,16,0.017515259
