layer,neuron,value
10,0,0.64879197
12,2,0.28801757
12,3,0.2940869
12,10,0.25890136
12,18,0.28560057
13,2,1.4787891
13,6,0.8338184
13,26,0.39023438
13,35,0.42432618
14,0,0.31443158
14,18,0.5858496
14,29,0.4679004
14,36,0.42186522
15,5,0.44987306
15,22,1.743711
15,29,0.42128906
15,33,0.27618653
16,15,0.39734375
16,23,0.37993163
16,27,0.870918
16,30,0.69693357
16,39,0.5667871
17,2,0.39177245
17,12,1.555
17,19,0.39056152
17,33,0.7822461
17,35,1.1704199
18,22,0.5996875
18,39,0.39470702
19,30,0.43993163
19,31,0.763125
20,19,0.3519922
22,22,0.4775
23,21,0.31432617
25,1,0.97716796
26,9,0.5313086
26,19,0.72918946
26,22,0.46529296
27,26,0.9327734
27,35,0.9543555
28,0,0.37719727
28,11,0.34595704
28,33,0.33855468
31,6,0.6474316
33,5,0.6173975
33,31,0.50177735
35,5,0.6378613
38,31,0.6351953
