layer,neuron,value
0,0,0.03106327
0,1,-0.015857238
0,2,-0.028538875
0,3,0.31578368
0,4,-0.03303696
0,5,0.030453034
0,6,0.27338287
0,7,-0.0052725985
0,8,-0.021691151
0,9,0.0041378783
0,10,-0.0101642795
0,11,-0.021621704
1,0,0.009369202
1,1,-0.026352692
1,2,0.1042775
1,3,-0.035207786
1,4,0.06580246
1,5,-0.0340419
1,6,0.031138133
1,7,0.0020171928
1,8,-0.07016418
1,9,-0.0121799465
1,10,0.013996124
1,11,0.03803085
2,0,-0.024199067
2,1,-0.05242489
2,2,-0.060984343
2,3,0.06797142
2,4,0.009233093
2,5,0.02266264
2,6,0.06587629
2,7,0.03225601
2,8,-0.035356063
2,9,0.019497834
2,10,-0.018399071
2,11,-0.025893707
3,0,-0.05307007
3,1,0.039320793
3,2,0.1348182
3,3,0.047356263
3,4,0.17344116
3,5,-0.10875015
3,6,0.0027890014
3,7,0.110461734
3,8,0.0028562546
3,9,0.009643555
3,10,0.033371583
3,11,-0.02219223
4,0,0.11684059
4,1,0.0029154206
4,2,-0.002588501
4,3,0.075570285
4,4,0.020929642
4,5,0.023800746
4,6,0.025982399
4,7,-0.027714234
4,8,0.038248595
4,9,-0.032034606
4,10,0.040134486
4,11,0.006726532
5,0,-0.10043335
5,1,-0.033470154
5,2,0.012586135
5,3,-0.11288056
5,4,0.017168961
5,5,-0.025542373
5,6,-0.04554245
5,7,-0.0059924317
5,8,0.1421701
5,9,-0.032603454
5,10,-0.016952762
5,11,-0.045354232
6,0,-0.3254236
6,1,0.030528564
6,2,0.09269691
6,3,-0.21623902
6,4,0.05534546
6,5,0.17540161
6,6,0.14125244
6,7,0.018211823
6,8,-0.04452179
6,9,0.030539855
6,10,0.2519513
6,11,-0.0059399414
7,0,0.24313751
7,1,0.8508435
7,2,-0.91242373
7,3,-0.0001273346
7,4,0.32890442
7,5,-0.2094941
7,6,0.05454273
7,7,0.020429688
7,8,-0.0068693543
7,9,-0.08155903
7,10,0.1528949
7,11,0.12041321
8,0,-0.25744385
8,1,-0.0352948
8,2,0.011197281
8,3,0.5913696
8,4,-0.0004800415
8,5,-0.07280323
8,6,0.4645804
8,7,-0.78283936
8,8,0.025888672
8,9,0.12048561
8,10,0.17295837
8,11,0.3027475
9,0,-0.04488678
9,1,-0.11335495
9,2,0.16207986
9,3,0.007570801
9,4,-0.24485992
9,5,0.27074647
9,6,-0.01634613
9,7,0.08104767
9,8,0.276297
9,9,0.028301086
9,10,-0.036871184
9,11,-0.03245823
10,0,0.043746337
10,1,0.009741821
10,2,0.23552124
10,3,0.14100708
10,4,-0.41287598
10,5,0.54158205
10,6,0.050515138
10,7,0.015397301
10,8,0.023553314
10,9,-0.47808838
10,10,-0.07535385
10,11,0.51493347
11,0,0.6394141
11,1,0.10859223
11,2,-0.33903807
11,3,0.27113822
11,4,0.014868545
11,5,0.052084196
11,6,-0.04008545
11,7,-0.045891114
11,8,0.56047004
11,9,0.22208297
11,10,0.22997132
11,11,0.46663323
12,0,0.37273926
12,1,0.26109496
12,2,-0.7534265
12,3,0.18255432
12,4,0.40414062
12,5,0.20910233
12,6,0.3145569
12,7,0.22788285
12,8,0.29228637
12,9,0.105220035
