layer,neuron,value
5,10,0.3347638
11,32,0.53872406
14,15,0.28683653
14,36,0.3359532
16,22,0.72362185
16,39,0.33811036
17,3,0.3240265
17,7,0.30680266
18,18,0.33903137
18,21,0.5843359
19,4,0.61066407
19,9,0.44503784
19,12,0.3118068
19,32,0.81431764
20,3,0.46533912
20,10,1.0579535
20,22,0.33569202
20,31,0.29949448
21,1,0.31776506
21,12,0.46312782
21,35,0.3643973
22,17,0.6300484
22,25,0.29270416
22,26,0.3303137
23,32,1.5393573
23,33,0.3491243
23,34,1.6693017
24,13,1.0552295
24,16,0.86737
24,19,0.30202788
24,28,0.5785376
24,35,0.50107664
25,28,0.4794562
25,31,0.49716964
25,38,0.3524092
26,20,0.5512393
26,23,0.5496916
27,37,0.34116578
28,18,0.70325804
28,20,0.8633796
29,33,0.314383
30,21,1.2883813
31,7,0.34527558
33,28,1.3254237
34,33,2.0498254
35,15,0.46584564
36,32,0.28619674
39,29,0.2931415
