layer,neuron,value
6,10,0.269261
9,8,0.51952714
10,4,0.3249765
11,3,0.3619934
12,6,0.28481567
12,10,0.26730996
13,3,0.40281007
13,11,0.29934815
14,11,0.4031534
15,1,0.2764087
15,4,0.31091797
15,6,0.26710388
16,1,0.4747516
16,4,0.5075046
17,2,0.68159914
17,4,0.2804135
17,5,0.4559781
17,7,0.38033202
18,2,0.53436583
18,5,0.3005365
18,7,0.29091063
19,11,0.54340637
20,11,0.30458468
21,2,0.7370856
21,9,0.33380798
21,10,1.1383338
25,7,0.5526874
25,9,0.2984961
26,9,0.575224
28,7,0.284653
29,0,0.6913809
29,2,0.5162282
39,6,0.45754272
