layer,neuron,value
0,0,-0.006056824
0,1,0.0052205087
0,2,0.00372777
0,3,-0.045882072
0,4,-0.016202392
0,5,-0.0011576844
0,6,0.12186657
0,7,-0.0020415497
0,8,0.040432893
0,9,0.0033603697
0,10,0.0064699557
0,11,-0.0036400985
1,0,-0.025553245
1,1,-0.025902024
1,2,0.07821625
1,3,0.026917916
1,4,-0.0296183
1,5,0.0040667723
1,6,0.044907685
1,7,0.033096466
1,8,-0.007588165
1,9,0.0093999095
1,10,0.0031051254
1,11,-0.008702393
2,0,0.007921033
2,1,-0.008030205
2,2,0.0028782655
2,3,0.0071118926
2,4,0.00034368277
2,5,-0.010796795
2,6,0.013115845
2,7,-0.04810137
2,8,0.07173675
2,9,0.028938636
2,10,0.07025177
2,11,0.027403183
3,0,-0.0144503405
3,1,0.048520662
3,2,0.009269901
3,3,0.033241346
3,4,0.11294327
3,5,-0.06601602
3,6,0.004722867
3,7,0.016518993
3,8,-0.008493919
3,9,0.0041413116
3,10,-0.0052938843
3,11,0.052809328
4,0,-0.055772096
4,1,-0.017155113
4,2,0.0014332581
4,3,0.05021248
4,4,0.021957627
4,5,-0.0054539456
4,6,0.025423355
4,7,0.012542343
4,8,0.008273964
4,9,-0.0010467529
4,10,0.029978486
4,11,-0.008670273
5,0,0.009642334
5,1,0.0342231
5,2,0.00029678346
5,3,-0.01560585
5,4,-0.009712143
5,5,0.009281232
5,6,-0.0012501335
5,7,0.08865662
5,8,0.039465636
5,9,0.018422851
5,10,0.17915894
5,11,-0.010759545
6,0,-0.030328063
6,1,0.05205429
6,2,0.020574264
6,3,0.106931455
6,4,0.033235017
6,5,0.0024499511
6,6,0.09016433
6,7,-0.1343274
6,8,-0.0023029328
6,9,-0.13841736
6,10,0.269261
6,11,0.10941833
7,0,0.15498413
7,1,0.23930389
7,2,-0.080025524
7,3,0.0023309325
7,4,-0.043891296
7,5,0.04965454
7,6,-0.11781891
7,7,0.03381607
7,8,-0.18276703
7,9,0.005483398
7,10,0.1556158
7,11,0.1704239
8,0,0.060770262
8,1,-0.077705994
8,2,0.015025634
8,3,0.06916534
8,4,0.060760424
8,5,0.012413635
8,6,0.24428803
8,7,-0.21412048
8,8,-0.0040948484
8,9,-0.030706635
8,10,-8.544922e-06
8,11,-0.0065649794
9,0,-0.05355591
9,1,-0.1516742
9,2,0.24503632
9,3,0.069708556
9,4,0.02085083
9,5,-0.18130904
9,6,-0.033884086
9,7,-0.021330567
9,8,0.51952714
9,9,-0.38513887
9,10,0.06945038
9,11,0.16613068
10,0,0.11579113
10,1,0.09879639
10,2,-0.10171631
10,3,-0.097420655
10,4,0.3249765
10,5,0.07578781
10,6,0.07237411
10,7,0.13652435
10,8,0.24798112
10,9,-0.03445862
10,10,0.09448059
10,11,0.07131355
11,0,0.18921544
11,1,-0.19354798
11,2,-0.35312402
11,3,0.3619934
11,4,-0.0047579287
11,5,0.14306305
11,6,0.0053663636
11,7,0.04769989
11,8,0.07935669
11,9,0.038090058
11,10,0.07880035
11,11,-0.19621374
12,0,0.20775712
12,1,-0.051461793
12,2,-0.013916626
12,3,0.091759585
12,4,-0.010852966
12,5,-0.08258507
12,6,0.28481567
12,7,0.22077957
12,8,0.005144577
12,9,0.12310883
12,10,0.26730996
12,11,-0.08306397
13,0,-0.3440045
13,1,-0.097347714
13,2,0.07176438
13,3,0.40281007
13,4,0.0065394975
13,5,-0.12978913
13,6,0.08181171
13,7,-0.11092775
13,8,0.12097515
13,9,0.051924706
13,10,-0.002065735
13,11,0.29934815
14,0,0.16249329
14,1,-0.12305695
14,2,-0.005467119
14,3,0.22997925
14,4,0.22460343
14,5,0.16143265
14,6,-0.09148834
14,7,0.11975891
14,8,0.06288422
14,9,0.1597952
14,10,0.20202515
14,11,0.4031534
15,0,-0.11102234
15,1,0.2764087
15,2,-0.007546997
15,3,-0.44797853
15,4,0.31091797
15,5,0.1641005
15,6,0.26710388
15,7,0.24506469
15,8,0.012419433
15,9,-0.08858791
