layer,neuron,value
4,5,0.21627243
6,17,0.052658495
7,37,0.09718952
12,33,0.10022568
14,2,0.0529393
15,3,0.34373885
15,25,0.05740116
16,5,0.06513506
16,15,0.17846692
16,18,0.06877854
16,38,0.09338608
17,21,0.06054308
17,22,0.08056296
17,24,0.05042555
17,34,0.19851173
18,15,0.050797578
19,5,0.12259834
19,9,0.07534775
19,17,0.09122967
19,28,0.07159157
19,29,0.18724175
19,30,0.048320808
19,37,0.05345459
20,6,0.09011322
20,23,0.05148775
20,33,0.04836259
21,3,0.058028623
21,10,0.06275051
21,11,0.10936123
21,32,0.05923416
21,33,0.05933445
22,3,0.066178516
22,21,0.090461075
23,0,0.13239059
23,24,0.09976301
23,34,0.34210393
24,5,0.11973953
24,9,0.1349167
24,16,0.06104786
24,27,0.05581772
25,8,0.12867981
28,37,0.17864624
29,31,0.06819138
32,4,0.05851757
32,25,0.058117066
34,13,0.051416196
34,19,0.06029583
34,27,0.10606256
35,27,0.10485397
35,37,0.059269503
36,1,0.05792305
36,7,0.08718994
36,10,0.06751236
36,11,0.06159149
36,12,0.1113813
36,16,0.05625641
36,33,0.09932446
36,36,0.06476896
37,0,0.12162453
37,4,0.08971733
37,10,0.13721386
37,11,0.30913085
37,26,0.18819794
37,30,0.53775877
38,0,0.18811905
38,2,0.054594345
38,22,0.06204758
38,32,0.2932692
38,34,0.067684025
39,0,0.089604676
39,2,0.048778534
39,3,0.11272988
39,5,0.19111955
39,15,0.112221815
39,21,0.05197446
39,25,0.057370607
39,30,0.11103363
39,36,0.13110122
40,0,0.113867074
40,2,0.051088344
40,5,0.50507754
40,12,0.07097849
40,14,0.050160524
40,15,0.13257343
40,18,0.38040772
40,19,0.19203949
40,22,0.20468208
40,23,0.08002472
40,34,0.12665524
40,38,0.4894889
41,1,0.14840591
41,5,1.355321
41,9,0.26217055
41,13,0.056714937
41,21,0.47698775
41,22,0.24660827
41,24,0.79300845
41,31,0.12356155
41,32,0.386329
41,34,0.2274794
41,38,0.08124115
42,3,0.32510132
42,6,0.08442688
42,12,0.080585934
42,15,0.22745362
42,18,0.1671334
42,20,0.34929413
42,22,0.2578308
42,27,0.07894714
42,29,0.10306061
42,30,0.07853706
42,31,0.07126091
42,34,0.121221006
42,37,0.052173883
43,1,0.09599974
43,5,0.40723723
43,8,0.15104584
43,12,0.1796888
43,14,0.05946541
43,17,0.5385706
43,18,0.17973259
43,30,0.27128
43,38,0.16420753
43,39,0.14467198
44,1,0.122770384
44,18,1.2211841
44,26,0.4671576
44,30,0.49216485
44,31,0.19168061
44,34,0.7029147
44,38,0.08833923
45,11,0.0652565
45,12,0.25080627
45,17,0.41628006
45,18,0.07182827
45,29,0.04779831
45,31,0.15382019
45,32,0.40151
45,35,0.05188177
45,38,0.53075254
45,39,0.16743973
46,2,0.91704345
46,3,0.07213171
46,13,0.108111516
46,26,0.18867038
46,33,0.3053021
47,0,0.1224572
47,1,0.3455929
47,7,0.91818786
47,9,0.30042985
48,0,0.19679444
48,3,4.3470554
48,17,0.07553757
48,33,0.2230104
48,39,0.11057892
49,5,0.1613451
49,25,0.4389221
49,28,0.5351796
49,36,0.06731703
50,3,0.32338914
50,19,0.09879715
51,7,0.18536682
51,37,0.076005705
52,18,0.7442743
53,24,0.87747556
53,32,0.0676861
55,13,0.050615843
56,7,0.13993567
57,14,0.48930183
58,9,0.049589843
58,15,0.05881916
59,11,0.589008
59,13,0.09482803
60,13,0.05452427
61,30,1.2933722
62,2,0.699682
62,18,0.59246886
62,19,0.15830322
62,36,0.65048033
