layer,neuron,value
8,16,1.0410132
14,15,1.0194238
15,30,2.5043359
16,21,3.0183692
18,16,0.8818774
18,27,1.0665185
18,39,1.7409095
19,29,3.157097
20,17,1.9075695
21,24,1.7055883
22,3,0.82698244
26,2,1.3037037
29,31,4.9659767
32,16,1.2728205
35,38,0.9027405
36,8,0.9919165
37,34,0.867045
38,15,5.0241213
38,32,1.5868554
39,10,1.9202327
39,26,2.5058641
39,29,0.96476316
39,36,0.9060272
40,1,1.9082379
40,9,0.83999634
40,15,6.772085
40,17,1.813208
40,21,0.9799341
40,34,1.1216861
41,2,3.3938673
41,3,3.4277246
41,15,0.8703226
41,30,4.46458
41,34,0.9667517
42,0,7.905742
43,3,8.6389065
43,7,1.1213385
43,8,1.9448291
43,21,1.2462841
43,29,9.396875
44,0,1.3853028
44,3,6.9291406
44,7,1.4579736
44,17,10.580469
44,19,1.3157451
44,20,1.0639257
44,21,3.0100756
44,24,1.6802588
45,4,1.193798
45,10,7.3074317
45,13,3.569922
45,24,2.7133617
45,36,1.392934
46,3,6.411758
46,7,1.0492046
46,11,2.2043798
46,27,1.3349121
46,35,0.9994678
47,1,1.2277294
47,11,1.1522583
47,12,1.298526
47,15,1.7056298
47,17,1.4201074
48,12,0.95970154
48,20,2.7043457
48,36,0.85291994
49,4,2.2507715
49,31,1.7082351
50,2,1.804342
50,23,1.0401202
50,34,1.034668
51,25,1.0583289
52,34,2.0842113
54,20,1.4692504
62,12,2.3447852
63,7,1.4437037
